scope,cancer,geneA,geneB,context,contrast,nPatients,nEvents,nStudies,nStrata,nDoubleNegative,nAOnly,nBOnly,nDoubleMutant,coefficient,standardError,hazardRatio,ciLow,ciHigh,z,p,phTestP,tiesMethod,fitStatus,globalFdr,withinCancerFdr,fdrFamily,geneAFrequency,geneBFrequency,frequencyThreshold,eligibilityRule
cancer-specific,UCEC,BIRC6,MUC4,BIRC6–MUC4 (UCEC),multiplicative A×B interaction,577,124,3,3,444,35,53,45,-0.248435007846164,0.830080196683438,0.78002055440364,0.153299416768001,3.96891311212845,-0.299290368374983,0.764718502908685,0.390664748922063,Efron,estimated,0.9487881710210229,0.9411011405774073,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.12376237623762376,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,NBEA,BIRC6–NBEA (UCEC),A+B versus A−/B−,577,124,3,3,457,30,40,50,-1.45916548701211,0.58837955208519,0.232430159805834,0.0733606039529937,0.736414046181812,-2.47997314291583,0.0131392278968599,0.523721355566618,Efron,estimated,0.05815800340848112,0.040009160187544454,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11683168316831684,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,NBEA,BIRC6–NBEA (UCEC),multiplicative A×B interaction,577,124,3,3,457,30,40,50,-1.07976431816839,0.85099812493707,0.339675571572744,0.0640757056474973,1.80067457326203,-1.26882103089033,0.204504902457882,0.523721355566618,Efron,estimated,0.7127639397553034,0.6542775088770751,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11683168316831684,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,NF1,BIRC6–NF1 (UCEC),A+B versus A−/B−,577,124,3,3,469,32,28,48,-1.39370594583636,0.588446543023683,0.248153953337016,0.0783131319324233,0.786335357011742,-2.36844954288441,0.0178628167225859,0.513345984751578,Efron,estimated,0.06631192806097568,0.04337424251007797,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11683168316831684,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,NF1,BIRC6–NF1 (UCEC),multiplicative A×B interaction,577,124,3,3,469,32,28,48,-1.4999058490868,0.834892982557709,0.223151169045758,0.0434447168631597,1.14620252684199,-1.79652468091397,0.0724111110702785,0.513345984751578,Efron,estimated,0.5260638569198877,0.4408331546617843,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11683168316831684,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PCLO,BIRC6–PCLO (UCEC),A+B versus A−/B−,577,124,3,3,443,25,54,55,-1.48829702984972,0.589012643681702,0.225756785432547,0.0711659647587737,0.716158719151684,-2.52676584418787,0.0115118226527706,0.452476647461398,Efron,estimated,0.0555693573702238,0.03969824704137267,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.16732673267326734,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PCLO,BIRC6–PCLO (UCEC),multiplicative A×B interaction,577,124,3,3,443,25,54,55,-1.70726328709852,0.812422698356934,0.181361448289495,0.0368985687444582,0.891416010020797,-2.10144705527226,0.0356017409958775,0.452476647461398,Efron,estimated,0.43653376287537027,0.3664657469901738,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.16732673267326734,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PIK3CA,BIRC6–PIK3CA (UCEC),A+B versus A−/B−,577,124,3,3,273,26,224,54,-1.58140960928393,0.594388058073882,0.205684958334166,0.0641591350953099,0.659396390273664,-2.66056760024502,0.0078009066073395,0.471907971961862,Efron,estimated,0.04729892765326042,0.035861449306555854,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.44752475247524753,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PIK3CA,BIRC6–PIK3CA (UCEC),multiplicative A×B interaction,577,124,3,3,273,26,224,54,-0.789575795061901,0.790623160143686,0.454037359326067,0.0964077473120978,2.1383128370008,-0.998675266378998,0.317952026009989,0.471907971961862,Efron,estimated,0.7930967278266792,0.7520795085372493,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.44752475247524753,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PIK3R1,BIRC6–PIK3R1 (UCEC),A+B versus A−/B−,577,124,3,3,363,39,134,41,-0.94386178534213,0.514437169944151,0.389122223555648,0.141969914898278,1.06653656144953,-1.83474647729012,0.066543262323457,0.32051515886662,Efron,estimated,0.13830342761472464,0.08585350057263458,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.3099009900990099,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PIK3R1,BIRC6–PIK3R1 (UCEC),multiplicative A×B interaction,577,124,3,3,363,39,134,41,-0.0675196555451625,0.790897829834719,0.934709348213661,0.198364125908912,4.40443331996028,-0.0853708949476732,0.931966531136339,0.32051515886662,Efron,estimated,0.9838751318946923,0.9849833367375991,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.3099009900990099,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PLEC,BIRC6–PLEC (UCEC),A+B versus A−/B−,577,124,3,3,457,44,40,36,-1.09977462751737,0.587198679017728,0.332946112134963,0.105329379605186,1.05244248092324,-1.87291740737068,0.0610797910198668,0.358523153314904,Efron,estimated,0.1303174993334829,0.0805110497875435,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11782178217821782,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PLEC,BIRC6–PLEC (UCEC),multiplicative A×B interaction,577,124,3,3,457,44,40,36,0.176742304326194,0.831450426491737,1.19332353918768,0.233897899321706,6.08821658214553,0.212571067011114,0.831661540838349,0.358523153314904,Efron,estimated,0.9632794846399656,0.9568059058137554,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11782178217821782,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,POLE,BIRC6–POLE (UCEC),A+B versus A−/B−,577,124,3,3,467,27,30,53,-1.52741123852534,0.587992321312725,0.217096952712987,0.0685730957449154,0.687311639722194,-2.59767208373626,0.0093858077894848,0.504080675780748,Efron,estimated,0.05216011785901002,0.03831189645104356,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.12178217821782178,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,POLE,BIRC6–POLE (UCEC),multiplicative A×B interaction,577,124,3,3,467,27,30,53,-0.882527709122966,0.893384698707386,0.413735785104909,0.071824506649285,2.38327150247233,-0.98784735220994,0.32322741285603,0.504080675780748,Efron,estimated,0.7932256944035782,0.7520795085372493,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.12178217821782178,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PPP2R1A,BIRC6–PPP2R1A (UCEC),A+B versus A−/B−,577,124,3,3,427,55,70,25,-2.10636723285475,1.00728584835624,0.12167919669275,0.0168971346668178,0.876232994512862,-2.09113156537647,0.0365162718250717,0.792500787651461,Efron,estimated,0.095687223331313,0.05915681400390261,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.13861386138613863,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PPP2R1A,BIRC6–PPP2R1A (UCEC),multiplicative A×B interaction,577,124,3,3,427,55,70,25,-1.60421983885179,1.11092775903272,0.201046342287813,0.0227862445116004,1.7738610558107,-1.44403614529227,0.14872880819735,0.792500787651461,Efron,estimated,0.6442701811432093,0.5709466149955952,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.13861386138613863,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PRKDC,BIRC6–PRKDC (UCEC),A+B versus A−/B−,577,124,3,3,455,29,42,51,-1.27808617167854,0.51221773749824,0.278569925627223,0.102078363667447,0.76021206331998,-2.4952009235778,0.0125885825971059,0.403670722355958,Efron,estimated,0.05739821572495294,0.03975366917895855,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.14455445544554454,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,PRKDC,BIRC6–PRKDC (UCEC),multiplicative A×B interaction,577,124,3,3,455,29,42,51,-0.641782007076023,0.851046857817874,0.526353621936703,0.0992807883390227,2.79055132378508,-0.754108896802208,0.450783835608008,0.403670722355958,Efron,estimated,0.8634537419947393,0.8209467160015069,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.14455445544554454,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,RELN,BIRC6–RELN (UCEC),A+B versus A−/B−,577,124,3,3,469,34,28,46,-1.38596058610975,0.58796957640422,0.250083457679805,0.0789958641934409,0.791708989371115,-2.35719779003824,0.0184134363211928,0.513606591459667,Efron,estimated,0.0670744744701852,0.04376823688506307,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.1,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,RELN,BIRC6–RELN (UCEC),multiplicative A×B interaction,577,124,3,3,469,34,28,46,-0.488037025156736,0.921501798358718,0.613830145464729,0.100847342935334,3.736215913223,-0.529610496719568,0.596382015088986,0.513606591459667,Efron,estimated,0.9112102891488371,0.8922181636538997,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.1,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,RNF213,BIRC6–RNF213 (UCEC),A+B versus A−/B−,577,124,3,3,466,29,31,51,-1.49721055041799,0.58811147827187,0.223753439379239,0.0706591358564963,0.708551003733169,-2.54579379205019,0.0109029573523546,0.506236592792753,Efron,estimated,0.05528974264440554,0.039559772462374736,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.12178217821782178,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,RNF213,BIRC6–RNF213 (UCEC),multiplicative A×B interaction,577,124,3,3,466,29,31,51,-1.32015899733272,0.85942638641212,0.267092831541793,0.0495583873516342,1.43948551341754,-1.53609316423719,0.124515532587436,0.506236592792752,Efron,estimated,0.6193467209738334,0.5673321250696298,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.12178217821782178,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,RNF43,BIRC6–RNF43 (UCEC),A+B versus A−/B−,577,124,3,3,444,50,53,30,-1.99348549483605,1.00739391208904,0.136219803616251,0.0189123282581108,0.981150212919558,-1.97885402215917,0.0478324441277068,0.0858189571925709,Efron,estimated,0.11096599459776732,0.06752037558716235,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.1198019801980198,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,RNF43,BIRC6–RNF43 (UCEC),multiplicative A×B interaction,577,124,3,3,444,50,53,30,-1.54416667609287,1.13250424307606,0.213489703190403,0.0231946366744565,1.96501691352294,-1.36349747520475,0.172725779635132,0.0858189571925713,Efron,estimated,0.6733395981401857,0.6169860404644625,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.1198019801980198,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,ROS1,BIRC6–ROS1 (UCEC),A+B versus A−/B−,577,124,3,3,474,29,23,51,-1.23967420892939,0.511803571658867,0.289478512092494,0.106161816669887,0.789340382369828,-2.42216795187914,0.0154282181935169,0.375182079362394,Efron,estimated,0.0628644790322342,0.042498196963893245,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.10594059405940594,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,ROS1,BIRC6–ROS1 (UCEC),multiplicative A×B interaction,577,124,3,3,474,29,23,51,-0.976893581503488,0.859538823001823,0.376478784912609,0.0698392771282977,2.02946366739878,-1.13653223724301,0.255733881658098,0.375182079362394,Efron,estimated,0.7586771822523575,0.7060640989219207,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.10594059405940594,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,SETD2,BIRC6–SETD2 (UCEC),A+B versus A−/B−,577,124,3,3,470,31,27,49,-1.41205570683316,0.58828656965529,0.243641911650965,0.0769133207353123,0.77179584167509,-2.40028547253859,0.0163822901816163,0.522192660803855,Efron,estimated,0.06398361096965678,0.04280208452933831,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11683168316831684,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,SETD2,BIRC6–SETD2 (UCEC),multiplicative A×B interaction,577,124,3,3,470,31,27,49,-1.52062452317624,0.861977637770265,0.218575338953028,0.0403538025848724,1.18390772958632,-1.76411133716849,0.0777132360951255,0.522192660803855,Efron,estimated,0.5324356257872398,0.4460268762550536,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11683168316831684,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,TP53,BIRC6–TP53 (UCEC),A+B versus A−/B−,577,124,3,3,308,56,189,24,-0.841393605642364,0.721275173316016,0.431109308233509,0.104866520770119,1.77230286921593,-1.16653620805235,0.243397718096931,0.129377951373344,Efron,estimated,0.35708264152022456,0.2584054249302619,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.33564356435643566,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,TP53,BIRC6–TP53 (UCEC),multiplicative A×B interaction,577,124,3,3,308,56,189,24,-0.903785613283538,0.858003766409932,0.405033453811384,0.0753627548100786,2.17683256297897,-1.05335856165896,0.292176688470547,0.129377951373343,Efron,estimated,0.7930967278266792,0.7498105872505265,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.33564356435643566,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,TRRAP,BIRC6–TRRAP (UCEC),A+B versus A−/B−,577,124,3,3,456,36,41,44,-1.7006652682563,0.717628083219304,0.182562030920476,0.0447264394492854,0.745172107240957,-2.36984213414148,0.0177956817893949,0.67457277627335,Efron,estimated,0.0662810425694829,0.04337424251007797,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11782178217821782,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,TRRAP,BIRC6–TRRAP (UCEC),multiplicative A×B interaction,577,124,3,3,456,36,41,44,-1.30331664371534,0.8971930322816,0.271629399461604,0.0468041841955324,1.57640886002056,-1.45266023789881,0.146318112060171,0.67457277627335,Efron,estimated,0.6417740953454577,0.5707160180944505,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.11782178217821782,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,ZFHX3,BIRC6–ZFHX3 (UCEC),A+B versus A−/B−,577,124,3,3,422,23,75,57,-1.28941475678398,0.513333558494178,0.275431930598769,0.100707999499685,0.753294165014197,-2.51184582704152,0.0120101545506333,0.205275380102427,Efron,estimated,0.05657713637084723,0.03975366917895855,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.19900990099009902,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BIRC6,ZFHX3,BIRC6–ZFHX3 (UCEC),multiplicative A×B interaction,577,124,3,3,422,23,75,57,-0.725619626101432,0.809859693191328,0.484024561766614,0.0989722810657111,2.36712515737428,-0.895981899336242,0.370262430610911,0.205275380102427,Efron,estimated,0.8231342152500265,0.7958420144157191,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11386138613861387,0.19900990099009902,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,CSMD3,BRCA2–CSMD3 (UCEC),A+B versus A−/B−,577,124,3,3,426,25,70,56,-1.48969808760776,0.589755654336588,0.225440708609533,0.0709629102140358,0.716198263925145,-2.52595812630828,0.0115383233009432,0.760280173042901,Efron,estimated with warning: Loglik converged before variable  1 ; coefficient may be infinite. ,0.0555693573702238,0.03969824704137267,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.18316831683168316,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,CSMD3,BRCA2–CSMD3 (UCEC),multiplicative A×B interaction,577,124,3,3,426,25,70,56,15.5559543424119,2336.45552410224,5699872.37618946,0.0,inf,0.0066579287223492,0.99468778071223,0.760280173042901,Efron,"estimated with warning: Loglik converged before variable  1,3 ; coefficient may be infinite. ",0.9978750749313777,0.9982343603176932,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.18316831683168316,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,FAM135B,BRCA2–FAM135B (UCEC),A+B versus A−/B−,577,124,3,3,466,35,30,46,-1.47059426184992,0.588422202301901,0.229788889833276,0.0725208925113147,0.728106509204518,-2.4992161344303,0.0124468372542869,0.714538047779219,Efron,estimated with warning: Loglik converged before variable  1 ; coefficient may be infinite. ,0.05739821572495294,0.03975366917895855,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.10198019801980197,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,FAM135B,BRCA2–FAM135B (UCEC),multiplicative A×B interaction,577,124,3,3,466,35,30,46,17.6362794933218,2115.74613372249,45639288.4945425,0.0,inf,0.0083357257339244,0.993349130155769,0.714538047779219,Efron,"estimated with warning: Loglik converged before variable  1,3 ; coefficient may be infinite. ",0.9978750749313777,0.9982343603176932,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.10198019801980197,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,FAT3,BRCA2–FAT3 (UCEC),A+B versus A−/B−,577,124,3,3,449,25,47,56,-1.96797142325741,0.716658694909051,0.13974004228539,0.0343004551751202,0.569300882983225,-2.7460371823259,0.0060319926834724,0.596892190060569,Efron,estimated,0.040299532887971105,0.031041877262333553,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.15841584158415842,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,FAT3,BRCA2–FAT3 (UCEC),multiplicative A×B interaction,577,124,3,3,449,25,47,56,-0.446648035822975,1.2568849472208,0.639769044437756,0.0544704315402994,7.51424981676489,-0.355361114643463,0.722319076243803,0.596892190060567,Efron,estimated,0.9414326035562537,0.9322927322921563,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.15841584158415842,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,FAT4,BRCA2–FAT4 (UCEC),A+B versus A−/B−,577,124,3,3,437,25,59,56,-1.59043128602292,0.589297453038635,0.203837680431291,0.0642204829465517,0.646986725375292,-2.69885993537231,0.0069577452871858,0.751797696465604,Efron,estimated with warning: Loglik converged before variable  1 ; coefficient may be infinite. ,0.044344504490196966,0.03410471793047072,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.1702970297029703,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,FAT4,BRCA2–FAT4 (UCEC),multiplicative A×B interaction,577,124,3,3,437,25,59,56,15.7225300520294,2544.39617280133,6732991.14275774,0.0,inf,0.0061792775119289,0.995069681252449,0.751797696465604,Efron,"estimated with warning: Loglik converged before variable  1,3 ; coefficient may be infinite. ",0.9978750749313777,0.9982343603176932,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.1702970297029703,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,LRP1B,BRCA2–LRP1B (UCEC),A+B versus A−/B−,577,124,3,3,444,32,52,49,-1.90162705862925,0.717013718610296,0.149325460180716,0.0366277868333553,0.608775331134031,-2.65214877940544,0.0079981290358895,0.629273481543357,Efron,estimated,0.04802731941550995,0.03606775331898741,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.14554455445544554,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,LRP1B,BRCA2–LRP1B (UCEC),multiplicative A×B interaction,577,124,3,3,444,32,52,49,-0.073295862102013,1.2701896447003,0.929325837052194,0.0770869079251163,11.203543307921,-0.0577046604086489,0.953983881415,0.629273481543357,Efron,estimated,0.9926212244201169,0.994958960022032,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.14554455445544554,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,MUC4,BRCA2–MUC4 (UCEC),A+B versus A−/B−,577,124,3,3,439,40,57,41,-1.32792905381409,0.588986185821143,0.265025547014519,0.0835491025546326,0.840685757509076,-2.25460135701272,0.0241583622057299,0.689000543092772,Efron,estimated with warning: Loglik converged before variable  1 ; coefficient may be infinite. ,0.07704321095702245,0.04902596922319886,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.12376237623762376,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,MUC4,BRCA2–MUC4 (UCEC),multiplicative A×B interaction,577,124,3,3,439,40,57,41,16.1337577325784,1947.33061459511,10157853.748557,0.0,inf,0.0082850634667051,0.993389551400771,0.689000543092772,Efron,"estimated with warning: Loglik converged before variable  1,3 ; coefficient may be infinite. ",0.9978750749313777,0.9982343603176932,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.12376237623762376,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,NBEA,BRCA2–NBEA (UCEC),A+B versus A−/B−,577,124,3,3,452,35,44,46,-1.87054539216033,0.716911944606323,0.154039626896331,0.0377916544047711,0.627868957527442,-2.60917035381173,0.0090762046354614,0.667446373178891,Efron,estimated,0.05140432261720411,0.03782177036705621,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.11683168316831684,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BRCA2,NBEA,BRCA2–NBEA (UCEC),multiplicative A×B interaction,577,124,3,3,452,35,44,46,-0.0805551010986241,1.27552284328559,0.922604065685543,0.0757335563991326,11.239380566436,-0.06315457345407,0.949643417659157,0.667446373178891,Efron,estimated,0.9920406261847768,0.9936593503258094,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10891089108910891,0.11683168316831684,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
