scope,cancer,geneA,geneB,context,contrast,nPatients,nEvents,nStudies,nStrata,nDoubleNegative,nAOnly,nBOnly,nDoubleMutant,coefficient,standardError,hazardRatio,ciLow,ciHigh,z,p,phTestP,tiesMethod,fitStatus,globalFdr,withinCancerFdr,fdrFamily,geneAFrequency,geneBFrequency,frequencyThreshold,eligibilityRule
cancer-specific,SKCM,CSMD3,NF1,CSMD3–NF1 (SKCM),multiplicative A×B interaction,1181,628,11,11,746,241,75,119,0.215711450144118,0.228615963316801,1.24074431075083,0.79265468651351,1.94214009057565,0.943553752828711,0.34539773461678,0.0023527732940547,Efron,estimated,0.8059619128753913,0.7824355050546039,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.1471652593486128,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,NRAS,CSMD3–NRAS (SKCM),A+B versus A−/B−,1181,628,11,11,621,232,200,128,-0.0545729953364337,0.134686343478758,0.946889387825669,0.727200260595568,1.23294718299821,-0.405185811173504,0.685340933819865,0.368103153322796,Efron,estimated,0.766548297611806,0.786030834049324,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.25211097708082025,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,NRAS,CSMD3–NRAS (SKCM),multiplicative A×B interaction,1181,628,11,11,621,232,200,128,0.162844737256389,0.190724993924795,1.17685395392909,0.809798861095042,1.71028300411006,0.853819595981223,0.393204955028272,0.368103153322796,Efron,estimated,0.8428779438887024,0.8226708857363847,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.25211097708082025,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PCLO,CSMD3–PCLO (SKCM),A+B versus A−/B−,1181,628,11,11,554,105,267,255,-0.337380879742397,0.108615748800326,0.713636978264265,0.576797610591633,0.882940094401179,-3.10618748633424,0.0018951651344444,0.171027152253227,Efron,estimated,0.01722854111285886,0.029372156535005627,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.3968636911942099,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PCLO,CSMD3–PCLO (SKCM),multiplicative A×B interaction,1181,628,11,11,554,105,267,255,-0.0660535832228808,0.193704605665436,0.93608070472674,0.640370967415137,1.36834292987811,-0.341001614267075,0.733102366488996,0.171027152253227,Efron,estimated,0.9416251355442631,0.9097988343094207,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.3968636911942099,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PLEC,CSMD3–PLEC (SKCM),A+B versus A−/B−,1181,628,11,11,764,276,57,84,-0.547409353428037,0.175256607747525,0.578446421186735,0.410283870139061,0.81553355258722,-3.12347340544578,0.0017873001654316,0.048143583782564,Efron,estimated,0.016496118563909434,0.028835109335629813,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.109167671893848,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PLEC,CSMD3–PLEC (SKCM),multiplicative A×B interaction,1181,628,11,11,764,276,57,84,-0.496777934552012,0.257724437243733,0.608488092990046,0.367177994638869,1.00838766134344,-1.92755463884165,0.0539105456756593,0.0481435837825642,Efron,estimated,0.4745890699953042,0.5538215736492622,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.109167671893848,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PREX2,CSMD3–PREX2 (SKCM),A+B versus A−/B−,1181,628,11,11,709,235,112,125,-0.474354027573804,0.143187841367067,0.622286906841917,0.470012006115694,0.823895963056657,-3.31280940507917,0.0009236389967076,0.93196936144597,Efron,estimated,0.009890535056204089,0.01942908409068773,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.19360675512665862,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PREX2,CSMD3–PREX2 (SKCM),multiplicative A×B interaction,1181,628,11,11,709,235,112,125,0.042250785881301,0.221791882903958,1.04315605476013,0.675397875435984,1.61116076043368,0.190497439888712,0.848919349129189,0.93196936144597,Efron,estimated,0.9681954315926494,0.9452690912082687,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.19360675512665862,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PTPRD,CSMD3–PTPRD (SKCM),A+B versus A−/B−,1181,628,11,11,709,248,112,112,-0.347989464314056,0.148099041670506,0.706106315489579,0.528211634782124,0.943913567863617,-2.34970773874601,0.0187881567498086,0.137249831135812,Efron,estimated,0.06746410175867873,0.10251410056343295,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.17973462002412546,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PTPRD,CSMD3–PTPRD (SKCM),multiplicative A×B interaction,1181,628,11,11,709,248,112,112,0.0669292707973859,0.219640399073781,1.06921985043265,0.69519840388779,1.64446736667672,0.304722041480643,0.760577860837998,0.137249831135812,Efron,estimated,0.9487881710210229,0.9215517177426059,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.17973462002412546,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PTPRT,CSMD3–PTPRT (SKCM),A+B versus A−/B−,1181,628,11,11,705,204,116,156,-0.325224568161814,0.13139795860069,0.722365115219878,0.558355269971749,0.934550791851628,-2.47511126980405,0.0133194671355877,0.0269813778989813,Efron,estimated,0.058334116172029084,0.08058277617030558,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.21109770808202655,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,PTPRT,CSMD3–PTPRT (SKCM),multiplicative A×B interaction,1181,628,11,11,705,204,116,156,-0.0429661215804062,0.212852010082975,0.957943843140763,0.631189972880931,1.45385136969596,-0.201859130029625,0.840026853812395,0.0269813778989813,Efron,estimated,0.9664574883197082,0.9411411973268499,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.21109770808202655,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,RELN,CSMD3–RELN (SKCM),A+B versus A−/B−,1181,628,11,11,690,227,131,133,-0.311597622696821,0.138870226751308,0.732276120246214,0.55778691312492,0.961349762185539,-2.24380437755631,0.0248449906359143,0.338370335887128,Efron,estimated,0.07797697312934311,0.12024975467782521,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.20928829915560918,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,RELN,CSMD3–RELN (SKCM),multiplicative A×B interaction,1181,628,11,11,690,227,131,133,-0.165118501846717,0.204605181011,0.847793233071279,0.567714125191455,1.26604805860531,-0.807010365186405,0.419660511445033,0.338370335887127,Efron,estimated,0.8586157590484584,0.8319159362533142,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.20928829915560918,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,RNF213,CSMD3–RNF213 (SKCM),A+B versus A−/B−,1181,628,11,11,765,274,56,86,-0.332547699091522,0.1652782434725,0.71709446329377,0.518670172443114,0.991428650821402,-2.01204763618421,0.0442149157273418,0.0085726798186847,Efron,estimated,0.10553981800051318,0.16377565723494972,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.10856453558504221,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,RNF213,CSMD3–RNF213 (SKCM),multiplicative A×B interaction,1181,628,11,11,765,274,56,86,-0.194803707100253,0.254301029463348,0.822996190510379,0.499961308737126,1.35475029318863,-0.766035857233247,0.443654966901106,0.0085726798186847,Efron,estimated,0.8625298529163624,0.8380946256327129,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.10856453558504221,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,ROBO2,CSMD3–ROBO2 (SKCM),A+B versus A−/B−,1181,628,11,11,755,277,66,83,-0.25296034468499,0.169465475586655,0.77649867351271,0.557046492277793,1.08240550533135,-1.49269545203407,0.135516924408713,0.0015343667070997,Efron,estimated,0.23237203251129515,0.3019390232880841,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.11942098914354644,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,ROBO2,CSMD3–ROBO2 (SKCM),multiplicative A×B interaction,1181,628,11,11,755,277,66,83,-0.0753889185919069,0.254762014489956,0.927382739793264,0.562866224137553,1.52796296737159,-0.295918992251803,0.767291946572551,0.0015343667070997,Efron,estimated,0.9487881710210229,0.9215517177426059,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.11942098914354644,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,ROS1,CSMD3–ROS1 (SKCM),A+B versus A−/B−,1181,628,11,11,735,228,86,132,-0.295509461992292,0.135111687293681,0.744152373525782,0.571024305901887,0.969770899943445,-2.18714951986329,0.0287316106123652,0.0567439903994597,Efron,estimated,0.08450282287336817,0.13036968315360709,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.17249698431845598,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,ROS1,CSMD3–ROS1 (SKCM),multiplicative A×B interaction,1181,628,11,11,735,228,86,132,-0.158617533931572,0.217280997271878,0.853322663529164,0.55739537405899,1.30636098177493,-0.730011072864775,0.465383416287184,0.0567439903994593,Efron,estimated,0.8712846232364115,0.8445083207491922,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.17249698431845598,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,SPEN,CSMD3–SPEN (SKCM),A+B versus A−/B−,1181,628,11,11,762,284,59,76,-0.248987365186577,0.170791125269343,0.779589823294438,0.557812820731413,1.08954163475007,-1.45784720836001,0.144882662616077,0.0340123161674333,Efron,estimated,0.24527689893971727,0.3149245899978201,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.10735826296743065,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,SPEN,CSMD3–SPEN (SKCM),multiplicative A×B interaction,1181,628,11,11,762,284,59,76,0.143237888414418,0.269672434709321,1.15400429326709,0.680239476668114,1.95773099703329,0.531155097734825,0.595311305865531,0.0340123161674333,Efron,estimated,0.9112102891488371,0.8683595370446257,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.10735826296743065,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,TP53,CSMD3–TP53 (SKCM),A+B versus A−/B−,1181,628,11,11,733,279,88,81,-0.21431176078885,0.183458942622858,0.807096724684241,0.563332814369317,1.15634152028817,-1.1681728768568,0.242737038754577,0.945882403766456,Efron,estimated,0.3564529761793789,0.41270981296445647,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.13751507840772015,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,TP53,CSMD3–TP53 (SKCM),multiplicative A×B interaction,1181,628,11,11,733,279,88,81,-0.244821759196766,0.243344914024716,0.782844060561375,0.485891939502892,1.26127801951852,-1.00606893790227,0.314382409473204,0.945882403766456,Efron,estimated,0.7930967278266792,0.7804689870687289,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.13751507840772015,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,TRRAP,CSMD3–TRRAP (SKCM),A+B versus A−/B−,1181,628,11,11,752,273,69,87,-0.220689690880442,0.15930509315646,0.801965498890735,0.586887613839172,1.09586340935679,-1.38532727678514,0.165952416795793,0.0443226895995189,Efron,estimated,0.27207462016783956,0.3393843791373119,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.1284680337756333,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,TRRAP,CSMD3–TRRAP (SKCM),multiplicative A×B interaction,1181,628,11,11,752,273,69,87,-0.115863036347986,0.242810224951089,0.890597194388696,0.553351236152719,1.43338138750288,-0.477175276993896,0.633237314471052,0.0443226895995189,Efron,estimated,0.9162462030958715,0.8782052523944173,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.1284680337756333,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,ZFHX3,CSMD3–ZFHX3 (SKCM),A+B versus A−/B−,1181,628,11,11,759,299,62,61,-0.311823914389883,0.193627135944494,0.732110430990933,0.50091135620686,1.07002102572493,-1.61043498819955,0.107302927473734,0.711359551816372,Efron,estimated,0.19461346089122647,0.27822116194975316,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.10193003618817853,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,CSMD3,ZFHX3,CSMD3–ZFHX3 (SKCM),multiplicative A×B interaction,1181,628,11,11,759,299,62,61,0.173312920704743,0.280869110576292,1.18923818411606,0.685792331810448,2.06226782213507,0.617059385238686,0.537195556490683,0.711359551816372,Efron,estimated,0.8897800131978381,0.8477819440029948,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.28166465621230397,0.10193003618817853,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,ERBB4,DCC–ERBB4 (SKCM),A+B versus A−/B−,1181,628,11,11,811,176,95,99,-0.0826058252242046,0.146974329977696,0.920713997935835,0.690271542720792,1.22808809798766,-0.562042536521447,0.574087038188303,0.0273585874283644,Efron,estimated,0.671654882237207,0.7016619355634813,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.15078407720144751,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,ERBB4,DCC–ERBB4 (SKCM),multiplicative A×B interaction,1181,628,11,11,811,176,95,99,0.595544528094355,0.241932993190773,1.81401846008609,1.12903645554803,2.91457636940149,2.46160939126127,0.0138315211294762,0.0273585874283645,Efron,estimated,0.35904323598598636,0.43659497130433567,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.15078407720144751,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,FAM135B,DCC–FAM135B (SKCM),A+B versus A−/B−,1181,628,11,11,779,164,127,111,-0.191648021965861,0.148905418677204,0.825597409509844,0.616623112977585,1.10539334034685,-1.2870453182185,0.198078492970618,0.0706687022087625,Efron,estimated,0.3062633396600762,0.370631406950177,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.18516284680337755,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,FAM135B,DCC–FAM135B (SKCM),multiplicative A×B interaction,1181,628,11,11,779,164,127,111,0.228074765210962,0.226952584560821,1.25617924042743,0.805135955723248,1.9599004029864,1.00494455990581,0.314923546216194,0.0706687022087629,Efron,estimated,0.7930967278266792,0.7804689870687289,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.18516284680337755,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,FAT1,DCC–FAT1 (SKCM),A+B versus A−/B−,1181,628,11,11,829,213,77,62,-0.305516933481539,0.19728887956627,0.736742429109548,0.500475800531757,1.08454675785227,-1.54857655511656,0.121483545462513,0.327866414409023,Efron,estimated,0.21334531028370854,0.28498011000592405,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.109167671893848,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,FAT1,DCC–FAT1 (SKCM),multiplicative A×B interaction,1181,628,11,11,829,213,77,62,0.269297592897823,0.271498474426833,1.30904464547614,0.768872872231544,2.22871419416358,0.991893576810491,0.321249442760974,0.327866414409023,Efron,estimated,0.7930967278266792,0.7804689870687289,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.109167671893848,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,FAT3,DCC–FAT3 (SKCM),A+B versus A−/B−,1181,628,11,11,749,136,157,139,-0.260732786822431,0.133446487603675,0.770486776329819,0.59316474855324,1.00081785700694,-1.95383776301993,0.0507204067654268,0.209738463657354,Efron,estimated,0.11420061047514588,0.17788896285845343,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.22858866103739445,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,FAT3,DCC–FAT3 (SKCM),multiplicative A×B interaction,1181,628,11,11,749,136,157,139,0.114671177713088,0.212698199088774,1.1215046012267,0.739183092159255,1.70157107746949,0.539126227698935,0.58979975937511,0.209738463657354,Efron,estimated,0.9078326129479766,0.8666217200145575,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.22858866103739445,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,FAT4,DCC–FAT4 (SKCM),A+B versus A−/B−,1181,628,11,11,698,103,208,172,-0.397157871602374,0.127067282446484,0.672227891560698,0.524030616039897,0.862335757416389,-3.12557146069163,0.0017745994775187,0.0243675420208429,Efron,estimated,0.016439784007347955,0.028835109335629813,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.2973462002412545,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,FAT4,DCC–FAT4 (SKCM),multiplicative A×B interaction,1181,628,11,11,698,103,208,172,-0.108246355318334,0.213556551096817,0.897406488334867,0.590485910373984,1.36385710676053,-0.506874430975708,0.612242927296705,0.0243675420208429,Efron,estimated,0.9162462030958715,0.8782052523944173,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.2973462002412545,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,GRIN2A,DCC–GRIN2A (SKCM),A+B versus A−/B−,1181,628,11,11,766,163,140,112,-0.459264979789517,0.154006751484797,0.63174782231369,0.467146359826029,0.854347470772803,-2.98210939041108,0.002862696920056,0.0515677852814952,Efron,estimated,0.023466581331511686,0.03510345842977919,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.20386007237635706,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,GRIN2A,DCC–GRIN2A (SKCM),multiplicative A×B interaction,1181,628,11,11,766,163,140,112,0.153899125959049,0.226886052965817,1.16637322406361,0.747673146483718,1.81954708980868,0.678310208791176,0.497575027175846,0.0515677852814954,Efron,estimated,0.8817596984810729,0.8445083207491922,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.20386007237635706,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,KMT2A,DCC–KMT2A (SKCM),A+B versus A−/B−,1181,628,11,11,815,205,91,70,-0.42118428275467,0.185161921492108,0.656269151178008,0.456532686003918,0.943391813974536,-2.27468088125572,0.022925080209622,0.0287587035368952,Efron,estimated,0.07487457389564617,0.11399731665880529,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.12062726176115803,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,KMT2A,DCC–KMT2A (SKCM),multiplicative A×B interaction,1181,628,11,11,815,205,91,70,-0.030418295590965,0.255545629648574,0.970039685348727,0.587852903727286,1.60070144280174,-0.119032736473702,0.905249420194432,0.0287587035368952,Efron,estimated,0.9778420264952425,0.9622509624218305,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.12062726176115803,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,KMT2B,DCC–KMT2B (SKCM),A+B versus A−/B−,1181,628,11,11,845,196,61,79,-0.340081374884899,0.172544906649919,0.711712404891082,0.507497660649443,0.998102230910064,-1.97097313092469,0.0487269492350893,0.356920435022165,Efron,estimated,0.11186429648134069,0.17598441862202185,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.10313630880579011,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,KMT2B,DCC–KMT2B (SKCM),multiplicative A×B interaction,1181,628,11,11,845,196,61,79,0.158385552081522,0.273922031888355,1.1716178273302,0.684893611136435,2.00423585648618,0.578213993922462,0.563119652044242,0.356920435022165,Efron,estimated,0.8966735929036748,0.849947749239334,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.10313630880579011,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,KMT2C,DCC–KMT2C (SKCM),A+B versus A−/B−,1181,628,11,11,798,202,108,73,-0.17856995638222,0.16546819670302,0.836465538727616,0.604785358942878,1.15689738042247,-1.07917992665814,0.280507526300042,6.49738048782109e-06,Efron,estimated,0.3973989514154091,0.4545724644951573,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.1477683956574186,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,KMT2C,DCC–KMT2C (SKCM),multiplicative A×B interaction,1181,628,11,11,798,202,108,73,0.468672854690999,0.239370504074836,1.5978721768529,0.999515405197131,2.55443335869051,1.95793903890713,0.0502371663398225,6.4973804878211e-06,Efron,estimated,0.4678959283700483,0.5538215736492622,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.1477683956574186,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,KMT2D,DCC–KMT2D (SKCM),A+B versus A−/B−,1181,628,11,11,816,189,90,86,-0.14574465101231,0.15501111057857,0.864378393154637,0.637908230739245,1.1712499863605,-0.940220674945981,0.347104378839394,0.0309626870191141,Efron,estimated,0.46009793195094134,0.5060196366212851,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.1338962605548854,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,KMT2D,DCC–KMT2D (SKCM),multiplicative A×B interaction,1181,628,11,11,816,189,90,86,0.341098728499926,0.238184678689547,1.40649209486232,0.881848802505774,2.24326438646747,1.43207669937712,0.152121872015708,0.0309626870191141,Efron,estimated,0.6491227826423704,0.653834276170285,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.1338962605548854,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,SKCM,DCC,LRP1B,DCC–LRP1B (SKCM),A+B versus A−/B−,1181,628,11,11,641,85,265,190,-0.440990765606034,0.12165103567323,0.643398647942116,0.506909691663929,0.816638203966697,-3.62504735915764,0.0002889085029421,0.0003626547647281,Efron,estimated,0.0040447190411894,0.0136860687352092,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.2255729794933655,0.3673100120627262,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
