context,scope,cancer,geneA,geneB,model,varianceEstimator,adjustmentTerms,nPatients,nEvents,nStudies,nStrata,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,fdr,fitStatus
PIK3CA–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PIK3CA,TP53,four-group zero-time study-clustered sensitivity,study-clustered sandwich,none,73123,25796,139,329,0.453437151,0.06690133717,1.573711986,1.380316664,1.794203808,1.221045895e-11,3.968399158e-11,estimated
PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,four-group age/sex complete-case,model-based,standardised age + recorded sex,18103,6964,80,95,-0.3594402202,0.144097845,0.6980669805,0.5263089893,0.9258772303,0.01261639674,0.02343045108,estimated
PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,four-group primary,model-based,none,70675,24849,128,291,-0.1697853998,0.06267754741,0.8438458867,0.7462973727,0.9541449649,0.00675125538,0.01097078999,estimated
PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,four-group study-clustered sensitivity,study-clustered sandwich,none,70675,24849,128,291,-0.1697853998,0.1093573461,0.8438458867,0.6810484298,1.045558362,0.1205248812,0.1566823455,estimated
PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,four-group zero-time sensitivity,model-based,none,71221,25129,128,291,-0.1714816968,0.06235124426,0.8424156868,0.7455091361,0.9519188365,0.005954926676,0.009676755849,estimated
PTEN–PIK3CA (pan-cancer),pan-cancer,PAN-CANCER,PTEN,PIK3CA,four-group zero-time study-clustered sensitivity,study-clustered sandwich,none,71221,25129,128,291,-0.1714816968,0.1073152682,0.8424156868,0.6826208094,1.039616987,0.1100597798,0.1430777138,estimated
PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,four-group age/sex complete-case,model-based,standardised age + recorded sex,18543,7012,84,100,0.229537532,0.08436253702,1.258018082,1.066294973,1.484213595,0.006511494707,0.01410823853,estimated
PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,four-group primary,model-based,none,72546,25508,138,330,0.3942266193,0.04068013451,1.483236641,1.369567533,1.606339869,3.296505424e-22,8.570914104e-22,estimated
PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,four-group study-clustered sensitivity,study-clustered sandwich,none,72546,25508,138,330,0.3942266193,0.06558926631,1.483236641,1.30430981,1.686708875,1.849114109e-09,4.807696684e-09,estimated
PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,four-group zero-time sensitivity,model-based,none,73134,25807,138,330,0.3952726925,0.04041903681,1.484789026,1.371702729,1.607198416,1.380680472e-22,3.589769228e-22,estimated
PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,four-group zero-time study-clustered sensitivity,study-clustered sandwich,none,73134,25807,138,330,0.3952726925,0.06419722025,1.484789026,1.309242143,1.683873732,7.406002772e-10,1.925560721e-09,estimated
SF3B1–SRSF2 (pan-cancer),pan-cancer,PAN-CANCER,SF3B1,SRSF2,four-group age/sex complete-case,model-based,standardised age + recorded sex,16529,6274,59,64,0.1386509488,0.2445561338,1.148723067,0.7112934074,1.855162259,0.5707485726,0.6745210404,estimated
SF3B1–SRSF2 (pan-cancer),pan-cancer,PAN-CANCER,SF3B1,SRSF2,four-group primary,model-based,none,64674,22008,105,229,0.2811227285,0.1935763947,1.324616162,0.9063950474,1.935809316,0.146430081,0.1730537321,estimated
SF3B1–SRSF2 (pan-cancer),pan-cancer,PAN-CANCER,SF3B1,SRSF2,four-group study-clustered sensitivity,study-clustered sandwich,none,64674,22008,105,229,0.2811227285,0.1041867847,1.324616162,1.07995609,1.624703072,0.0069703591,0.01132683354,estimated
SF3B1–SRSF2 (pan-cancer),pan-cancer,PAN-CANCER,SF3B1,SRSF2,four-group zero-time sensitivity,model-based,none,65219,22293,105,229,0.276212842,0.1935670967,1.318128387,0.9019720951,1.926292903,0.1535909217,0.1815165438,estimated
SF3B1–SRSF2 (pan-cancer),pan-cancer,PAN-CANCER,SF3B1,SRSF2,four-group zero-time study-clustered sensitivity,study-clustered sandwich,none,65219,22293,105,229,0.276212842,0.1068469497,1.318128387,1.069078079,1.625196961,0.009734337885,0.01581829906,estimated
STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,four-group age/sex complete-case,model-based,standardised age + recorded sex,15414,5412,83,98,0.8723757485,0.1580800568,2.392588295,1.755132812,3.261564429,3.41770689e-08,4.443018958e-07,estimated
STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,four-group primary,model-based,none,69440,23887,136,327,0.664469485,0.05704172651,1.943459213,1.737886562,2.173348823,2.326254811e-31,7.560328135e-31,estimated
STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,four-group study-clustered sensitivity,study-clustered sandwich,none,69440,23887,136,327,0.664469485,0.0721636781,1.943459213,1.687134074,2.238727659,3.328441375e-20,2.163486894e-19,estimated
STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,four-group zero-time sensitivity,model-based,none,69975,24186,136,327,0.6720028722,0.05632561902,1.958155331,1.753487545,2.186712024,8.190283118e-33,2.661842013e-32,estimated
STK11–TP53 (pan-cancer),pan-cancer,PAN-CANCER,STK11,TP53,four-group zero-time study-clustered sensitivity,study-clustered sandwich,none,69975,24186,136,327,0.6720028722,0.07039750408,1.958155331,1.705786508,2.247861781,1.350171081e-21,8.776112027e-21,estimated
