datasetId,context,scope,cancer,geneA,geneB,studyId,nPatients,nEvents,nBoth,nDoubleNegative,nCancerGroups,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,contrast,model,tiesMethod,fitStatus
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,hnsc_mdanderson_2013,21,11,0,21,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,hnsc_tcga_pan_can_atlas_2018,164,51,2,162,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ihch_msk_2021,27,11,0,27,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ihch_smmu_2014,60,36,0,60,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,kich_tcga_pan_can_atlas_2018,45,4,1,44,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,kirc_tcga_pan_can_atlas_2018,497,164,0,497,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,kirp_tcga_pan_can_atlas_2018,272,39,0,272,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,laml_tcga_pan_can_atlas_2018,160,95,0,160,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lgg_tcga_pan_can_atlas_2018,258,65,1,257,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lgg_ucsf_2014,3,2,0,3,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lihc_amc_prv,124,26,8,116,1,0.1528192825,0.7365981992,1.165114403,0.27502682,4.935851613,0.8356457305,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lihc_tcga_pan_can_atlas_2018,198,78,19,179,1,0.6702501849,0.3778144381,1.954726302,0.932158414,4.099040313,0.07605992298,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lms_msk_2024,40,3,0,40,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_cas_2020,50,12,3,47,1,0.9745727662,0.7756793264,2.650034785,0.5794182031,12.12023427,0.2089666554,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_cptac_gdc,30,29,1,29,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_mskcc_2020,283,18,3,280,1,-16.03089259,5889.218791,1.091118225e-07,0,inf,0.9978281014,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_mskcc_2023_met_organotropism,30,10,0,30,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_mskimpact_2021,12,8,1,11,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_oncosg_2020,189,58,3,186,1,0.1716069898,1.009309894,1.187211155,0.1642108426,8.583296359,0.8649911964,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_tcga_pan_can_atlas_2018,235,81,7,228,1,0.1826449077,0.7204808266,1.200388084,0.2924470765,4.927153211,0.7998786244,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lung_nci_2022,177,41,3,174,1,2.079948041,0.6105329027,8.004053024,2.418930598,26.48478831,0.0006573536646,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lusc_cptac_gdc,3,3,1,2,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lusc_tcga_gdc,4,4,1,3,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lusc_tcga_pan_can_atlas_2018,86,39,4,82,1,-18.14787488,5061.344534,1.313645196e-08,0,inf,0.9971391242,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mbl_icgc,90,23,2,88,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mbl_sickkids_2016,26,14,0,26,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mbn_mdacc_2013,204,106,0,204,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mbn_msk_2024,114,35,0,114,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mbn_sfu_2023,138,46,0,138,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mds_iwg_2022,2736,1320,1,2735,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mel_dfci_2019,115,62,2,113,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mel_iatlas_liu_2019,94,52,2,92,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mel_iatlas_riaz_nivolumab_2017,57,35,1,56,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mel_mskimpact_2020,288,64,4,284,1,-15.02568647,2663.724026,2.981448274e-07,0,inf,0.9954992711,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mel_tsam_liang_2017,31,15,0,31,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mel_ucla_2016,29,13,0,29,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,meso_tcga_pan_can_atlas_2018,71,63,0,71,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mixed_allen_2018,146,83,1,145,4,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mnm_washu_2016,53,39,0,53,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_access_2021,187,77,10,177,9,0.03204608887,0.522936149,1.032565094,0.3705044108,2.877673362,0.9511353632,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_chord_2024,2379,449,74,2305,7,0.1315203986,0.2990878856,1.140561173,0.6346503349,2.049758298,0.6601266591,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_impact_2017,3187,805,53,3134,49,0.4103623375,0.2277114983,1.507363861,0.9646943168,2.355301331,0.07152729293,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_impact_50k_2026,15202,3782,363,14839,61,0.1138812827,0.1069123807,1.12061908,0.9087700991,1.381853479,0.2867929888,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_met_2021,206,73,0,206,6,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,npc_nusingapore,44,9,0,44,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ohnca_cptac_gdc,2,2,0,2,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ov_tcga_pan_can_atlas_2018,200,131,0,200,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ovarian_msk_2025,16,5,0,16,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,paac_msk_jco_2023,25,9,0,25,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,paad_iatlas_prince_2022,23,9,0,23,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,paad_tcga_pan_can_atlas_2018,76,33,2,74,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,paired_bladder_2022,24,8,0,24,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,pancan_pcawg_2020,130,31,5,125,4,-0.6986705582,1.124531839,0.4972459241,0.05487417386,4.505826542,0.5344028818,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,pancreas_cptac_gdc,43,43,0,43,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,panet_arcnet_2017,94,13,0,94,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,panet_msk_erc_2023,13,7,0,13,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,pcnsl_msk_2024,18,11,0,18,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,pcpg_tcga_pan_can_atlas_2018,174,4,0,174,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,pdac_msk_2024,23,7,0,23,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,pog570_bcgsc_2020,221,156,3,218,9,1.180478471,0.6098440856,3.255931698,0.9853149198,10.75908931,0.05290379655,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,prad_idhmut_msk_2025,9,0,0,9,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,prad_mich,30,30,2,28,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,prad_su2c_2019,77,42,2,75,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,prad_tcga_pan_can_atlas_2018,434,8,4,430,1,-17.25163434,7782.136218,3.218921636e-08,0,inf,0.998231231,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,rcc_cptac_gdc,34,34,0,34,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,read_tcga_gdc,7,2,0,7,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,sarc_tcga_pan_can_atlas_2018,163,63,1,162,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,sarcoma_msk_2023,13,3,0,13,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,sarcoma_mskcc_2022,986,280,1,985,5,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,sclc_ucologne_2015,17,12,0,17,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,skcm_dfci_2015,92,69,1,91,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,skcm_mskcc_2014,52,25,0,52,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,skcm_tcga_gdc,25,3,0,25,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,skcm_tcga_pan_can_atlas_2018,333,166,5,328,1,0.1008445887,0.7131306603,1.106104727,0.2733872962,4.475217702,0.8875451886,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,skcm_vanderbilt_mskcc_2015,52,35,0,52,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,soft_tissue_msk_2025,141,44,0,141,2,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,stad_tcga_pan_can_atlas_2018,198,86,7,191,2,-1.338220446,1.007718802,0.262312052,0.03639539573,1.890558167,0.1841879822,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,tgct_tcga_pan_can_atlas_2018,127,4,0,127,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,thca_tcga_pan_can_atlas_2018,495,16,0,495,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,thym_tcga_pan_can_atlas_2018,117,7,0,117,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,thyroid_gatci_2024,95,73,1,94,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,thyroid_mskcc_2016,65,29,0,65,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,tmb_mskcc_2018,657,330,19,638,16,0.2064041261,0.3281060443,1.229249876,0.646183407,2.338430917,0.5292983278,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ucec_tcga_gdc,9,3,1,8,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ucec_tcga_pan_can_atlas_2018,234,27,16,218,1,-0.9611223642,1.021137712,0.3824633818,0.05168873031,2.8299832,0.3465885538,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ucs_msk_2024,31,2,4,27,1,,,,,,,A+B versus A−/B−,within-study Cox model with cancer-group baseline strata,Efron,insufficient direct-contrast sample/event count
