datasetId,context,scope,cancer,geneA,geneB,studyId,nPatients,nEvents,nBoth,nDoubleNegative,nCancerGroups,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,contrast,model,tiesMethod,fitStatus
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,bm_nsclc_mskcc_2023,94,50,12,82,1,0.6467180919,0.389791303,1.909264505,0.8893549774,4.098803113,0.09708771414,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_cas_2020,97,25,1,96,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_cptac_gdc,45,44,2,43,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_mskcc_2020,402,27,31,371,1,-0.3098801514,0.7355585804,0.7335348641,0.1735050666,3.101197027,0.6735466299,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_mskcc_2023_met_organotropism,45,18,4,41,1,0.8484495684,0.6465729363,2.3360222,0.6578291051,8.295467132,0.1894440219,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_mskimpact_2021,44,25,0,44,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_oncosg_2020,288,84,5,283,1,1.489012745,0.5937927328,4.432717134,1.384307998,14.19408197,0.01215437043,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,luad_tcga_pan_can_atlas_2018,385,132,24,361,1,0.4109357801,0.3157891541,1.508228495,0.8122073708,2.800704937,0.1931564874,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,lung_nci_2022,201,53,0,201,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,mixed_allen_2018,19,13,3,16,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_access_2021,167,75,16,151,1,1.329496611,0.3547136548,3.779140529,1.885646292,7.574009613,0.0001781905088,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_chord_2024,970,209,56,914,1,0.9443996456,0.2214724649,2.571269242,1.665826824,3.968855239,2.006328283e-05,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_impact_2017,665,244,74,591,1,1.285457762,0.1603096712,3.616322993,2.641261331,4.951343449,1.069646173e-15,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_impact_50k_2026,2334,787,191,2143,1,0.8387856681,0.1072963743,2.313555846,1.874774975,2.855030989,5.389763912e-15,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,msk_met_2021,87,27,0,87,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,pog570_bcgsc_2020,40,29,3,37,1,2.185164913,0.6878464104,8.892114861,2.309453051,34.23741681,0.001488989128,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KEAP1_STK11_positive,KEAP1–STK11 (LUAD),cancer-specific,LUAD,KEAP1,STK11,tmb_mskcc_2018,154,104,29,125,1,0.83030728,0.2352931423,2.294023539,1.446491827,3.63814292,0.0004174160493,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,bm_nsclc_mskcc_2023,12,6,0,12,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,lusc_cptac_gdc,28,28,0,28,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,lusc_tcga_gdc,13,7,0,13,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,lusc_tcga_pan_can_atlas_2018,433,186,3,430,1,1.21931907,0.7127684391,3.384882081,0.8372091158,13.68526272,0.08714010934,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,msk_access_2021,11,6,0,11,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,msk_chord_2024,145,45,0,145,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,msk_impact_2017,102,40,2,100,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,msk_impact_50k_2026,452,183,3,449,1,-0.5403655035,1.003136338,0.5825352948,0.08155508495,4.160959061,0.5901104138,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUSC_KEAP1_STK11_positive,KEAP1–STK11 (LUSC),cancer-specific,LUSC,KEAP1,STK11,tmb_mskcc_2018,35,29,0,35,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_access_2021,16,6,11,5,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_chord_2024,598,257,440,158,1,1.296036406,0.1877090163,3.654781849,2.529782914,5.2800698,5.038149702e-12,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_impact_2017,273,76,206,67,1,1.010338064,0.3272903696,2.74652936,1.446086188,5.216441167,0.002022027836,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_impact_50k_2026,1528,838,1311,217,1,1.343179839,0.1402455391,3.831206777,2.91043814,5.043276876,9.957210299e-22,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,msk_met_2021,54,31,40,14,1,-0.06922698365,0.4108624654,0.9331148542,0.4170694107,2.087670083,0.8661963418,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,paac_msk_jco_2023,28,10,0,28,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,paad_iatlas_prince_2022,61,18,46,15,1,0.1142840472,0.5358496128,1.121070517,0.3922084207,3.20441642,0.8311114226,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,paad_tcga_pan_can_atlas_2018,140,78,90,50,1,0.8566855175,0.2668139334,2.355341005,1.396179835,3.973436024,0.001323671627,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pancan_pcawg_2020,29,4,0,29,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pancreas_cptac_gdc,98,98,80,18,1,0.4493406175,0.2696996626,1.567278409,0.9237987743,2.658979075,0.09569792179,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,panet_arcnet_2017,94,13,0,94,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,panet_msk_erc_2023,13,7,0,13,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pdac_msk_2024,20,5,15,5,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_PAAD_KRAS_TP53_positive,KRAS–TP53 (PAAD),cancer-specific,PAAD,KRAS,TP53,pog570_bcgsc_2020,31,23,19,12,1,0.608885502,0.4629281035,1.838381384,0.741977093,4.554919748,0.1884118794,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coad_cptac_2019,41,6,14,27,1,0.782644644,0.8177036839,2.187249118,0.4404205882,10.86247745,0.3385041631,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coad_silu_2022,199,95,35,164,1,0.1598487361,0.2692522322,1.173333375,0.6922030499,1.988883476,0.5527284708,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coad_tcga_gdc,16,4,7,9,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coadread_cass_2020,54,9,23,31,1,0.2188738922,0.6724396729,1.244674304,0.3331762504,4.649833595,0.7448085583,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,coadread_tcga_pan_can_atlas_2018,297,57,122,175,1,0.004404728533,0.2677832122,1.004414444,0.5942585868,1.697658893,0.9868763005,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,crc_apc_impact_2020,41,19,37,4,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,crc_hta8_htan_2024,11,2,5,6,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,crc_orion_2024,27,10,16,11,1,0.9795015345,0.7929943426,2.663128433,0.562851857,12.60056792,0.2167584617,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,msk_chord_2024,422,78,287,135,1,-0.2903773489,0.2381861459,0.7479812644,0.4689713422,1.192985416,0.2227988814,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,msk_impact_2017,35,9,25,10,1,0.8074965174,1.063730147,2.242287427,0.2787677561,18.03599159,0.4477820759,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,msk_impact_50k_2026,1131,257,802,329,1,0.3460397446,0.1483987511,1.413458792,1.056734547,1.890603239,0.01970996067,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,msk_met_2021,10,6,2,8,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,pog570_bcgsc_2020,37,30,23,14,1,0.3267704146,0.3887656091,1.386483124,0.6471377007,2.970519956,0.4006094759,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,read_tcga_gdc,7,1,4,3,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_COADREAD_KRAS_TP53_positive,KRAS–TP53 (COADREAD),cancer-specific,COADREAD,KRAS,TP53,tmb_mskcc_2018,13,6,7,6,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,msk_impact_2017,61,20,21,40,1,0.4207634535,0.4879666107,1.523123946,0.5852983691,3.96363065,0.3885339017,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,msk_impact_50k_2026,1005,181,576,429,1,-1.152169286,0.1595390807,0.3159506381,0.2311103127,0.4319357477,5.1280353e-13,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,msk_met_2021,29,3,6,23,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,ucec_tcga_gdc,9,2,2,7,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,ucec_tcga_pan_can_atlas_2018,314,43,191,123,1,-1.390133882,0.3265249242,0.2490419601,0.1313209471,0.4722924958,2.068558775e-05,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,ucs_msk_2024,32,7,21,11,1,-0.7998214672,0.7653820273,0.4494091912,0.1002645912,2.014356402,0.296024631,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,uec_cptac_gdc,19,19,11,8,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,difg_glass,155,137,9,146,1,-0.5891226708,0.3671629007,0.5548138257,0.2701578848,1.139401804,0.1085980079,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,gbm_columbia_2019,37,9,1,36,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,gbm_tcga_gdc,13,11,1,12,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,gbm_tcga_pan_can_atlas_2018,472,392,22,450,1,-1.29253019,0.3576628383,0.2745751761,0.1362128598,0.5534831842,0.0003017150773,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,glioma_mskcc_2019,164,54,12,152,1,0.2796843576,0.5978455622,1.322712242,0.4098059956,4.269258368,0.6399130219,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,msk_impact_2017,124,39,9,115,1,-0.09714653221,0.6055859136,0.9074230297,0.2769071265,2.973619947,0.8725522651,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,msk_impact_50k_2026,535,289,2,533,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,tmb_mskcc_2018,45,35,3,42,1,-0.3289127162,1.019775875,0.7197058327,0.09752595765,5.311165335,0.7470479438,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,brca_metabric,930,542,203,727,1,0.5056735153,0.09811584934,1.658101902,1.368027586,2.009683097,2.552039591e-07,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,brca_tcga_pan_can_atlas_2018,545,81,80,465,1,0.3453603737,0.2891615542,1.412498855,0.801407391,2.489561538,0.2323407195,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_access_2021,8,3,2,6,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_chord_2024,364,59,65,299,1,0.6328738386,0.3333379649,1.88301429,0.9797512489,3.619023523,0.05761772849,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_impact_2017,393,89,106,287,1,0.7579746892,0.2170610421,2.133949929,1.394509672,3.265479179,0.0004794386709,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,msk_impact_50k_2026,1855,427,460,1395,1,1.036558549,0.09852772684,2.819497138,2.324367022,3.420098478,6.952173855e-26,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,pog570_bcgsc_2020,71,47,16,55,1,0.7912681124,0.3435585453,2.206192353,1.125138048,4.325944455,0.02127020046,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_BRCA_PIK3CA_TP53_positive,PIK3CA–TP53 (BRCA),cancer-specific,BRCA,PIK3CA,TP53,tmb_mskcc_2018,12,10,5,7,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,bm_nsclc_mskcc_2023,54,29,1,53,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,luad_cas_2020,46,15,0,46,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,luad_cptac_gdc,24,24,1,23,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,luad_mskcc_2020,144,13,3,141,1,2.560898188,0.8052453924,12.94744134,2.671516318,62.74947154,0.001471376215,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,luad_mskcc_2023_met_organotropism,21,7,0,21,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,luad_mskimpact_2021,1,1,0,1,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,luad_oncosg_2020,128,52,0,128,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,luad_tcga_pan_can_atlas_2018,286,100,1,285,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,lung_nci_2022,132,30,0,132,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,mixed_allen_2018,8,5,0,8,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,msk_access_2021,62,28,1,61,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,msk_chord_2024,433,116,2,431,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,msk_impact_2017,342,128,8,334,1,0.3896750777,0.5853137715,1.476500968,0.4688282257,4.650008231,0.5055682499,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,msk_impact_50k_2026,1042,345,18,1024,1,0.1112857354,0.4510210007,1.117714232,0.4617649968,2.705456482,0.8051080516,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,msk_met_2021,45,15,0,45,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,pog570_bcgsc_2020,28,22,0,28,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_EGFR_KRAS_positive,EGFR–KRAS (LUAD),cancer-specific,LUAD,EGFR,KRAS,tmb_mskcc_2018,89,60,1,88,1,,,,,,,A+B versus A−/B−,within-study Cox model,Efron,insufficient direct-contrast sample/event count
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,bm_nsclc_mskcc_2023,44,22,22,22,1,0.0874952177,0.4510582941,1.091437045,0.4508760578,2.642044975,0.8461933999,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,luad_cas_2020,52,10,4,48,1,0.2110245351,1.058481027,1.234942654,0.1551193967,9.831674123,0.8419768932,A+B versus A−/B−,within-study Cox model,Efron,estimated
cancer-specific_LUAD_KRAS_TP53_positive,KRAS–TP53 (LUAD),cancer-specific,LUAD,KRAS,TP53,luad_cptac_gdc,26,26,7,19,1,0.5903128448,0.4627404085,1.804552872,0.7285917701,4.469459033,0.2020654817,A+B versus A−/B−,within-study Cox model,Efron,estimated
