scope,cancer,geneA,geneB,geneAFrequency,geneBFrequency,frequencyThreshold,nPatients,nEvents,nDoubleNegative,nBOnly,nAOnly,nDoubleMutant,nStudies,nStrata,eligible,eligibilityRule
cancer-specific,UCEC,ASXL3,EP300,0.10198019801980197,0.10792079207920792,0.1,561,121,457,37,29,38,2,2,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,FAM135B,0.10198019801980197,0.10198019801980197,0.1,577,124,477,33,24,43,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,FAT1,0.10198019801980197,0.1504950495049505,0.1,577,124,453,57,18,49,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,FAT3,0.10198019801980197,0.15841584158415842,0.1,577,124,453,57,21,46,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,FAT4,0.10198019801980197,0.1702970297029703,0.1,577,124,445,65,17,50,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,FBXW7,0.10198019801980197,0.1613861386138614,0.1,577,124,437,73,39,28,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,JAK1,0.10198019801980197,0.1316831683168317,0.1,561,121,447,47,34,33,2,2,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,KMT2A,0.10198019801980197,0.11683168316831684,0.1,577,124,479,31,25,42,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,KMT2B,0.10198019801980197,0.19306930693069307,0.1,577,124,430,80,23,44,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,KMT2C,0.10198019801980197,0.15544554455445544,0.1,561,121,435,59,23,44,2,2,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,KMT2D,0.10198019801980197,0.22673267326732674,0.1,577,124,410,100,17,50,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,KRAS,0.10198019801980197,0.21287128712871287,0.1,577,124,415,95,52,15,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,LRP1B,0.10198019801980197,0.14554455445544554,0.1,577,124,454,56,22,45,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,MAP3K1,0.10198019801980197,0.10495049504950495,0.1,577,124,476,34,32,35,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,MED12,0.10198019801980197,0.14257425742574256,0.1,577,124,455,55,23,44,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,MGA,0.10198019801980197,0.12376237623762376,0.1,561,121,448,46,27,40,2,2,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,MTOR,0.10198019801980197,0.11386138613861387,0.1,561,121,460,34,36,31,2,2,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,MUC16,0.10198019801980197,0.2099009900990099,0.1,577,124,416,94,13,54,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,MUC4,0.10198019801980197,0.12376237623762376,0.1,577,124,449,61,30,37,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,NBEA,0.10198019801980197,0.11683168316831684,0.1,577,124,462,48,25,42,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,NF1,0.10198019801980197,0.11683168316831684,0.1,577,124,475,35,26,41,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,PCLO,0.10198019801980197,0.16732673267326734,0.1,577,124,451,59,17,50,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,PIK3CA,0.10198019801980197,0.44752475247524753,0.1,577,124,278,232,21,46,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,PIK3R1,0.10198019801980197,0.3099009900990099,0.1,577,124,369,141,33,34,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,PLEC,0.10198019801980197,0.11782178217821782,0.1,577,124,463,47,38,29,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,POLE,0.10198019801980197,0.12178217821782178,0.1,577,124,471,39,23,44,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,PPP2R1A,0.10198019801980197,0.13861386138613863,0.1,577,124,436,74,46,21,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,PRKDC,0.10198019801980197,0.14455445544554454,0.1,577,124,461,49,23,44,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,PTEN,0.10198019801980197,0.6396039603960396,0.1,577,124,206,304,6,61,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,RELN,0.10198019801980197,0.1,0.1,577,124,477,33,26,41,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,RNF213,0.10198019801980197,0.12178217821782178,0.1,577,124,469,41,26,41,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,RNF43,0.10198019801980197,0.1198019801980198,0.1,577,124,452,58,42,25,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,ROS1,0.10198019801980197,0.10594059405940594,0.1,577,124,480,30,23,44,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,SETD2,0.10198019801980197,0.11683168316831684,0.1,561,121,460,34,25,42,2,2,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,TP53,0.10198019801980197,0.33564356435643566,0.1,577,124,321,189,43,24,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,TRRAP,0.10198019801980197,0.11782178217821782,0.1,577,124,468,42,24,43,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ASXL3,ZFHX3,0.10198019801980197,0.19900990099009902,0.1,577,124,426,84,19,48,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,BCOR,0.12144702842377261,0.14311270125223613,0.1,2526,516,1885,273,230,138,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,BCORL1,0.14455445544554454,0.11188118811881188,0.1,577,124,438,35,60,44,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,BIRC6,0.14455445544554454,0.11386138613861387,0.1,577,124,447,26,50,54,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,CSMD3,0.14455445544554454,0.18316831683168316,0.1,577,124,405,68,46,58,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,CTCF,0.12144702842377261,0.20989862850327967,0.1,2485,510,1754,363,199,169,6,6,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,CTNNB1,0.12144702842377261,0.20155038759689922,0.1,2526,516,1734,424,246,122,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,FAM135B,0.14455445544554454,0.10198019801980197,0.1,577,124,445,28,56,48,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,FAT1,0.12144702842377261,0.11846551381435103,0.1,2485,510,1935,182,175,193,6,6,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,FAT3,0.14455445544554454,0.15841584158415842,0.1,577,124,431,42,43,61,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,FAT4,0.14455445544554454,0.1702970297029703,0.1,577,124,420,53,42,62,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,FBXW7,0.12144702842377261,0.1625919300337905,0.1,2526,516,1870,288,213,155,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,JAK1,0.12144702842377261,0.13198171337706222,0.1,2485,510,1911,206,236,132,6,6,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,KMT2B,0.12191930207197382,0.1945474372955289,0.1,2313,449,1666,303,152,192,5,5,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,KMT2C,0.12144702842377261,0.11548399920492944,0.1,2485,510,1938,179,191,177,6,6,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,KMT2D,0.12144702842377261,0.2039355992844365,0.1,2485,510,1772,345,150,218,6,6,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,KRAS,0.12144702842377261,0.20592327569071756,0.1,2526,516,1742,416,274,94,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,LRP1B,0.14455445544554454,0.14554455445544554,0.1,577,124,429,44,47,57,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,MED12,0.12144702842377261,0.10276287020473067,0.1,2526,516,1982,176,211,157,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,MUC16,0.14455445544554454,0.2099009900990099,0.1,577,124,392,81,37,67,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,MUC4,0.14455445544554454,0.12376237623762376,0.1,577,124,423,50,56,48,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,NBEA,0.14455445544554454,0.11683168316831684,0.1,577,124,436,37,51,53,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,PCLO,0.14455445544554454,0.16732673267326734,0.1,577,124,429,44,39,65,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,PIK3CA,0.12144702842377261,0.47903001391373484,0.1,2526,516,1165,993,104,264,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,PIK3R1,0.12144702842377261,0.28920691711389385,0.1,2526,516,1577,581,212,156,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,PLEC,0.14455445544554454,0.11782178217821782,0.1,577,124,437,36,64,40,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,PPP2R1A,0.12144702842377261,0.13635460147088055,0.1,2526,516,1862,296,269,99,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,PRKDC,0.14455445544554454,0.14455445544554454,0.1,577,124,438,35,46,58,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,PTEN,0.12144702842377261,0.5762273901808785,0.1,2526,516,1012,1146,58,310,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,RELN,0.14455445544554454,0.1,0.1,577,124,448,25,55,49,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,RNF213,0.14455445544554454,0.12178217821782178,0.1,577,124,447,26,48,56,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,RNF43,0.12144702842377261,0.11548399920492944,0.1,2485,510,1923,194,266,102,6,6,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,TP53,0.12144702842377261,0.3808387994434506,0.1,2526,516,1294,864,250,118,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,TRRAP,0.14455445544554454,0.11782178217821782,0.1,577,124,442,31,50,54,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATM,ZFHX3,0.1217479674796748,0.19166666666666668,0.1,2450,487,1760,327,167,196,6,6,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,BCORL1,0.1198019801980198,0.11188118811881188,0.1,577,124,461,37,37,42,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,BIRC6,0.1198019801980198,0.11386138613861387,0.1,577,124,469,29,28,51,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,CSMD3,0.1198019801980198,0.18316831683168316,0.1,577,124,427,71,24,55,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,FAM135B,0.1198019801980198,0.10198019801980197,0.1,577,124,468,30,33,46,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,FAT3,0.1198019801980198,0.15841584158415842,0.1,577,124,450,48,24,55,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,FAT4,0.1198019801980198,0.1702970297029703,0.1,577,124,443,55,19,60,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,LRP1B,0.1198019801980198,0.14554455445544554,0.1,577,124,454,44,22,57,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,MUC16,0.1198019801980198,0.2099009900990099,0.1,577,124,416,82,13,66,3,3,False,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,MUC4,0.1198019801980198,0.12376237623762376,0.1,577,124,449,49,30,49,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,NBEA,0.1198019801980198,0.11683168316831684,0.1,577,124,463,35,24,55,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,PCLO,0.1198019801980198,0.16732673267326734,0.1,577,124,448,50,20,59,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,PLEC,0.1198019801980198,0.11782178217821782,0.1,577,124,458,40,43,36,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,PRKDC,0.1198019801980198,0.14455445544554454,0.1,577,124,456,42,28,51,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,RELN,0.1198019801980198,0.1,0.1,577,124,468,30,35,44,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,RNF213,0.1198019801980198,0.12178217821782178,0.1,577,124,467,31,28,51,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,ATRX,TRRAP,0.1198019801980198,0.11782178217821782,0.1,577,124,459,39,33,46,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,BCORL1,0.13762376237623763,0.11188118811881188,0.1,577,124,447,39,51,40,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,BIRC6,0.13762376237623763,0.11386138613861387,0.1,577,124,451,35,46,45,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,CSMD3,0.13762376237623763,0.18316831683168316,0.1,577,124,410,76,41,50,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,CTCF,0.14311270125223613,0.20989862850327967,0.1,2526,516,1727,388,267,144,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,CTNNB1,0.14311270125223613,0.20155038759689922,0.1,2526,516,1699,416,281,130,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,FAM135B,0.13762376237623763,0.10198019801980197,0.1,577,124,447,39,54,37,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,FAT1,0.14311270125223613,0.11846551381435103,0.1,2526,516,1896,219,255,156,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,FAT3,0.13762376237623763,0.15841584158415842,0.1,577,124,429,57,45,46,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,FAT4,0.13762376237623763,0.1702970297029703,0.1,577,124,422,64,40,51,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,FBXW7,0.14311270125223613,0.1625919300337905,0.1,2526,516,1788,327,295,116,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,JAK1,0.14311270125223613,0.13198171337706222,0.1,2526,516,1920,195,268,143,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,KMT2B,0.14285714285714285,0.1945474372955289,0.1,2353,455,1643,333,215,162,6,6,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,KMT2C,0.14311270125223613,0.11548399920492944,0.1,2526,516,1903,212,267,144,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,KMT2D,0.14311270125223613,0.2039355992844365,0.1,2526,516,1749,366,214,197,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,KRAS,0.14311270125223613,0.20592327569071756,0.1,2526,516,1724,391,292,119,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,LRP1B,0.13762376237623763,0.14554455445544554,0.1,577,124,434,52,42,49,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,MED12,0.14311270125223613,0.10276287020473067,0.1,2526,516,1912,203,281,130,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,MUC16,0.13762376237623763,0.2099009900990099,0.1,577,124,393,93,36,55,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,MUC4,0.13762376237623763,0.12376237623762376,0.1,577,124,426,60,53,38,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,NBEA,0.13762376237623763,0.11683168316831684,0.1,577,124,442,44,45,46,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,PCLO,0.13762376237623763,0.16732673267326734,0.1,577,124,430,56,38,53,3,3,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,PIK3CA,0.14311270125223613,0.47903001391373484,0.1,2526,516,1109,1006,160,251,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,UCEC,BCOR,PIK3R1,0.14311270125223613,0.28920691711389385,0.1,2526,516,1557,558,232,179,7,7,True,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
