cancer,pair,selectionSource,omittedStudyId,omittedNJointlyAssayCovered,remainingNJointlyAssayCovered,leaveOneStudyOutOr,leaveOneStudyOutCiLow,leaveOneStudyOutCiHigh,leaveOneStudyOutP,leaveOneStudyOutNStrata,leaveOneStudyOutNInformativeStrata,leaveOneStudyOutEstimable,sameDirectionAsAllStudies,primarySpecification
COADREAD,APC-BRAF,Figure 8 displayed context,coadread_dfci_2016,619,10626,0.2870583142,0.2501759723,0.3293780574,4.355630084e-79,113,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,coadread_genentech,74,11171,0.2849365021,0.2500250469,0.3247227076,6.973342465e-88,113,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,coadread_mskcc,69,11176,0.2842794224,0.2494703033,0.3239455314,2.139056384e-88,113,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,coadread_tcga,5,11240,0.2849402295,0.2500780672,0.3246623555,3.882001453e-88,113,69,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,coadread_tcga_pan_can_atlas_2018,594,10651,0.284306032,0.2485988685,0.3251419459,5.661118611e-84,111,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_apc_impact_2020,103,11142,0.284598262,0.2496966216,0.3243783204,6.591714113e-88,110,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_dd_2022,47,11198,0.285538038,0.2505467643,0.3254161809,1.446482838e-87,109,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_eo_2020,1464,9781,0.2817070613,0.2451558451,0.3237078371,9.985408177e-80,99,60,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_hta11_htan_2021,52,11193,0.2844622569,0.2496163405,0.3241725899,4.054115022e-88,113,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_hta8_htan_2024,29,11216,0.2846235927,0.2497884039,0.3243168548,2.922297557e-88,109,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_msk_2017,1,11244,0.2849402295,0.2500780672,0.3246623555,3.882001453e-88,114,69,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_nigerian_2020,64,11181,0.281830248,0.2472517941,0.3212445393,5.124423984e-89,112,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_orion_2024,74,11171,0.2859074856,0.2507568518,0.3259854705,7.867663569e-87,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,crc_sysucc_2022,1015,10230,0.2756635831,0.2413712144,0.3148279767,2.941244851e-89,112,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,metastatic_solid_tumors_mich_2017,10,11235,0.2849402295,0.2500780672,0.3246623555,3.882001453e-88,113,69,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,msk_access_2021,7,11238,0.2853015773,0.2503877144,0.3250838014,6.128308931e-88,113,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,msk_chord_2024,1145,10100,0.2986687858,0.2599707564,0.3431272227,4.705957788e-72,105,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,msk_impact_2017,163,11082,0.2782881028,0.2438615088,0.3175747928,2.095392655e-89,107,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,msk_impact_50k_2026,3191,8054,0.3128846964,0.2669586636,0.3667115797,9.48180393e-51,100,56,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,msk_met_2021,35,11210,0.2849402295,0.2500780672,0.3246623555,3.882001453e-88,111,69,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,ntrk_msk_2019,1,11244,0.2849402295,0.2500780672,0.3246623555,3.882001453e-88,114,69,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,pan_origimed_2020,1225,10020,0.2844782032,0.2481035908,0.3261857187,1.154732428e-80,113,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,pancan_mimsi_msk_2024,2,11243,0.2849402295,0.2500780672,0.3246623555,3.882001453e-88,113,69,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,pancan_pcawg_2020,52,11193,0.2841887414,0.2493551257,0.3238884323,3.24323436e-88,112,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,pog570_bcgsc_2020,74,11171,0.2847978683,0.2498754487,0.324601021,8.153818244e-88,113,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,read_tcga_gdc,15,11230,0.2849402295,0.2500780672,0.3246623555,3.882001453e-88,113,69,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,rectal_msk_2019,20,11225,0.2855832599,0.2506202755,0.3254237838,1.227908238e-87,112,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,rectal_msk_2022,246,10999,0.2825040251,0.2478059478,0.3220605675,7.163580885e-89,111,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,rectal_radiation_msk_2024,8,11237,0.2849402295,0.2500780672,0.3246623555,3.882001453e-88,113,69,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,summit_2018,18,11227,0.2835507755,0.2488091464,0.3231434351,1.511218575e-88,112,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-BRAF,Figure 8 displayed context,tmb_mskcc_2018,28,11217,0.2847780806,0.2499084425,0.3245130672,4.226315226e-88,109,68,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,bowel_colitis_msk_2022,63,11182,1.884860108,1.722940422,2.061996794,1.076237029e-44,106,84,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,braf_msk_impact_2024,1,11244,1.882571794,1.721144768,2.05913914,1.076922677e-44,114,88,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coad_cptac_2019,110,11135,1.87848158,1.716771863,2.055423392,4.666602133e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coad_cptac_gdc,105,11140,1.878932105,1.717197257,2.055900007,4.261259752e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coad_silu_2022,348,10897,1.81716801,1.659126522,1.990263872,8.586277613e-39,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coad_tcga_gdc,22,11223,1.878157085,1.716962962,2.054484642,2.72378265e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coadread_cass_2020,146,11099,1.878354608,1.716269977,2.05574652,7.702177487e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coadread_dfci_2016,619,10626,1.863315785,1.699071844,2.043436674,5.420815342e-41,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coadread_genentech,74,11171,1.891518809,1.728562677,2.069837243,6.154038062e-45,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coadread_mskcc,69,11176,1.888673641,1.726453845,2.066135815,5.329896896e-45,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coadread_tcga,5,11240,1.882571794,1.721144768,2.05913914,1.076922677e-44,113,88,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,coadread_tcga_pan_can_atlas_2018,594,10651,1.797201532,1.639032928,1.970633592,1.4313452e-36,111,85,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_apc_impact_2020,103,11142,1.891437761,1.728498016,2.069737292,6.265973525e-45,110,85,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_dd_2022,47,11198,1.881490077,1.720082464,2.058043719,1.427163579e-44,109,86,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_eo_2020,1464,9781,1.968778981,1.788359329,2.167400372,9.99612322e-45,99,77,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_hta11_htan_2021,52,11193,1.876462552,1.715446717,2.052591709,3.779234981e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_hta8_htan_2024,29,11216,1.879586074,1.718367298,2.055930541,1.874040709e-44,109,86,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_msk_2017,1,11244,1.882571794,1.721144768,2.05913914,1.076922677e-44,114,88,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_nigerian_2020,64,11181,1.89813983,1.734644592,2.077044965,1.980186079e-45,112,86,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_orion_2024,74,11171,1.875697466,1.714560263,2.051978608,4.835211207e-44,108,83,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,crc_sysucc_2022,1015,10230,1.752987216,1.59605624,1.925348307,2.366197194e-32,112,86,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,metastatic_solid_tumors_mich_2017,10,11235,1.88308245,1.721546743,2.059775333,1.061480698e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,msk_access_2021,7,11238,1.878391786,1.717234798,2.054672842,2.513966948e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,msk_chord_2024,1145,10100,1.857741136,1.690770546,2.041200763,4.707694072e-39,105,80,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,msk_impact_2017,163,11082,1.888281761,1.725133045,2.066859724,1.876780305e-44,107,82,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,msk_impact_50k_2026,3191,8054,1.975119467,1.776765607,2.195617077,1.443254934e-37,100,76,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,msk_met_2021,35,11210,1.884146943,1.722541783,2.060913552,8.571980111e-45,111,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,ntrk_msk_2019,1,11244,1.882571794,1.721144768,2.05913914,1.076922677e-44,114,88,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,pan_origimed_2020,1225,10020,2.039871188,1.851619321,2.247262391,8.552469458e-49,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,pancan_mimsi_msk_2024,2,11243,1.882571794,1.721144768,2.05913914,1.076922677e-44,113,88,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,pancan_pcawg_2020,52,11193,1.876240964,1.715081419,2.052544045,4.563518335e-44,112,86,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,pog570_bcgsc_2020,74,11171,1.882685912,1.720821357,2.059775833,1.800277881e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,read_tcga_gdc,15,11230,1.8820249,1.720516334,2.058694622,1.374296645e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,rectal_msk_2019,20,11225,1.878940676,1.717759658,2.055245649,2.222481657e-44,112,86,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,rectal_msk_2022,246,10999,1.921562529,1.755196264,2.103697818,1.308192611e-46,111,85,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,rectal_radiation_msk_2024,8,11237,1.881792774,1.720362908,2.058370377,1.326253201e-44,113,87,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,summit_2018,18,11227,1.882120577,1.720573013,2.05883612,1.418040476e-44,112,86,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-KRAS,Figure 8 displayed context,tmb_mskcc_2018,28,11217,1.88596959,1.724093097,2.063044799,7.197900881e-45,109,85,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,bowel_colitis_msk_2022,63,11055,0.2216586685,0.1928284342,0.2547993792,4.273143165e-120,101,63,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,braf_msk_impact_2024,1,11117,0.223241944,0.1942178925,0.2566033692,1.249371901e-119,109,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coad_cptac_2019,110,11008,0.225102799,0.1956388541,0.2590041245,1.405256046e-116,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coad_cptac_gdc,105,11013,0.2237594532,0.1944921656,0.2574308984,8.226666984e-118,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coad_silu_2022,348,10770,0.2189787419,0.1898610212,0.2525620535,1.159498364e-117,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coad_tcga_gdc,22,11096,0.2229201018,0.1939041014,0.256278085,1.270274328e-119,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coadread_cass_2020,146,10972,0.22504252,0.1957513648,0.2587166423,6.508093342e-118,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coadread_dfci_2016,619,10499,0.2198679441,0.190325515,0.2539959649,1.133033587e-114,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coadread_genentech,74,11044,0.2202053008,0.1914634299,0.2532618085,1.22608613e-120,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coadread_tcga,5,11113,0.223241944,0.1942178925,0.2566033692,1.249371901e-119,108,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,coadread_tcga_pan_can_atlas_2018,594,10524,0.2188154442,0.1896702679,0.2524391362,1.918463662e-117,106,63,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_apc_impact_2020,103,11015,0.2234507257,0.1943516026,0.2569066894,5.420649852e-119,105,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_dd_2022,47,11071,0.2244976927,0.1952533876,0.2581220979,3.41976831e-118,104,63,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_eo_2020,1464,9654,0.2287089084,0.1974709665,0.2648883819,8.021746307e-104,94,57,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_hta11_htan_2021,52,11066,0.2198669941,0.1912180898,0.2528081687,6.93728555e-121,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_hta8_htan_2024,29,11089,0.223241944,0.1942178925,0.2566033692,1.249371901e-119,104,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_msk_2017,1,11117,0.223241944,0.1942178925,0.2566033692,1.249371901e-119,109,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_nigerian_2020,64,11054,0.2199701025,0.1912397802,0.2530166368,1.171067326e-120,107,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_orion_2024,16,11102,0.2236085532,0.1945273631,0.2570372838,2.828300458e-119,107,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,crc_sysucc_2022,1015,10103,0.2125185282,0.18423392,0.2451455456,2.81848182e-121,107,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,metastatic_solid_tumors_mich_2017,10,11108,0.223241944,0.1942178925,0.2566033692,1.249371901e-119,108,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,msk_access_2021,7,11111,0.2237923096,0.1946824703,0.2572547891,3.858769043e-119,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,msk_chord_2024,1145,9973,0.2315640602,0.1995529069,0.2687102623,4.454066177e-100,100,61,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,msk_impact_2017,163,10955,0.220908075,0.191981749,0.2541927963,1.204782088e-119,102,61,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,msk_impact_50k_2026,3191,7927,0.2500753897,0.2111986308,0.2961084562,1.042351963e-68,95,56,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,msk_met_2021,35,11083,0.223241944,0.1942178925,0.2566033692,1.249371901e-119,106,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,ntrk_msk_2019,1,11117,0.223241944,0.1942178925,0.2566033692,1.249371901e-119,109,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,pan_origimed_2020,1225,9893,0.2248595688,0.1936691093,0.2610732598,3.883098193e-104,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,pancan_mimsi_msk_2024,2,11116,0.223241944,0.1942178925,0.2566033692,1.249371901e-119,108,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,pancan_pcawg_2020,52,11066,0.2220430201,0.1930942253,0.2553318346,5.532568324e-120,107,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,pog570_bcgsc_2020,74,11044,0.2241329301,0.1949698636,0.2576581296,1.272209972e-118,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,read_tcga_gdc,15,11103,0.2236085532,0.1945292466,0.2570347951,2.828300458e-119,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,rectal_msk_2019,20,11098,0.2230183741,0.1940126666,0.2563605565,9.466460707e-120,107,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,rectal_msk_2022,246,10872,0.221697421,0.1927057103,0.2550508046,1.330188517e-119,106,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,rectal_radiation_msk_2024,8,11110,0.2235856048,0.1945094634,0.2570081774,2.586841335e-119,108,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,summit_2018,18,11100,0.2236085532,0.1945242243,0.2570414313,2.828300458e-119,107,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,APC-RNF43,Figure 8 displayed context,tmb_mskcc_2018,28,11090,0.2222552769,0.1932978351,0.255550757,6.277888775e-120,104,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,bowel_colitis_msk_2022,63,11182,0.1470561981,0.120847312,0.1789491634,3.312765606e-106,106,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,braf_msk_impact_2024,1,11244,0.1469247708,0.120739612,0.1787887829,2.538202513e-106,114,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coad_cptac_2019,110,11135,0.1472777583,0.1209229746,0.1793764845,4.14063119e-105,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coad_cptac_gdc,105,11140,0.1485790914,0.1220886144,0.1808174048,9.289963288e-105,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coad_silu_2022,348,10897,0.1510799498,0.1239094104,0.1842083756,9.111407088e-101,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coad_tcga_gdc,22,11223,0.1470793715,0.1208657148,0.1789783113,3.564046815e-106,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coadread_cass_2020,146,11099,0.1451824737,0.1192025403,0.1768246769,7.553003653e-107,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coadread_dfci_2016,619,10626,0.1515414695,0.1238384914,0.1854416725,5.041609805e-97,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coadread_genentech,74,11171,0.1467307265,0.1204852524,0.1786932895,1.065132178e-105,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coadread_mskcc,69,11176,0.1475511514,0.1212452525,0.1795644928,1.305413966e-105,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coadread_tcga,5,11240,0.1469247708,0.120739612,0.1787887829,2.538202513e-106,113,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,coadread_tcga_pan_can_atlas_2018,594,10651,0.146339768,0.1195651028,0.179110185,9.754990406e-101,111,64,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_apc_impact_2020,103,11142,0.1465372127,0.1203278182,0.1784554478,6.78620996e-106,110,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_dd_2022,47,11198,0.1471094385,0.1208707218,0.1790440776,5.620837626e-106,109,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_eo_2020,1464,9781,0.1470587526,0.1192085344,0.1814155071,4.521818331e-93,99,58,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_hta11_htan_2021,52,11193,0.1470773874,0.1208664993,0.1789723208,3.205765974e-106,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_hta8_htan_2024,29,11216,0.1471137715,0.120891839,0.1790233479,4.030259136e-106,109,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_msk_2017,1,11244,0.1469247708,0.120739612,0.1787887829,2.538202513e-106,114,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_nigerian_2020,64,11181,0.1444685452,0.1185163573,0.1761036284,6.995431395e-107,112,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_orion_2024,74,11171,0.1473951097,0.1210148692,0.1795260243,5.877631214e-105,108,62,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,crc_sysucc_2022,1015,10230,0.1390267108,0.1136328035,0.1700954805,4.915893393e-107,112,65,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,metastatic_solid_tumors_mich_2017,10,11235,0.1469247708,0.120739612,0.1787887829,2.538202513e-106,113,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,msk_access_2021,7,11238,0.1471137715,0.1208913662,0.179024048,4.030259136e-106,113,66,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,msk_chord_2024,1145,10100,0.148851102,0.1208594619,0.1833257424,2.410616063e-93,105,62,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,msk_impact_2017,163,11082,0.1420869003,0.1162760469,0.1736272241,4.232579553e-106,107,62,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,msk_impact_50k_2026,3191,8054,0.1731282087,0.1373634561,0.2182048815,3.268216381e-62,100,56,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,msk_met_2021,35,11210,0.1469247708,0.120739612,0.1787887829,2.538202513e-106,111,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,ntrk_msk_2019,1,11244,0.1469247708,0.120739612,0.1787887829,2.538202513e-106,114,67,True,True,detailed histology + study + exact assay/panel; no burden
COADREAD,BRAF-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,pan_origimed_2020,1225,10020,0.1394367337,0.1128944928,0.1722192308,6.19847971e-99,113,66,True,True,detailed histology + study + exact assay/panel; no burden
