cancer,pair,selectionSource,omittedStudyId,omittedNJointlyAssayCovered,remainingNJointlyAssayCovered,leaveOneStudyOutOr,leaveOneStudyOutCiLow,leaveOneStudyOutCiHigh,leaveOneStudyOutP,leaveOneStudyOutNStrata,leaveOneStudyOutNInformativeStrata,leaveOneStudyOutEstimable,sameDirectionAsAllStudies,primarySpecification
GBM,IDH1-PTEN,Figure 8 displayed context; prespecified reference context,tmb_mskcc_2018,69,2312,0.1914753023,0.08644572534,0.4241134106,7.929959452e-06,24,15,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,difg_glass,203,2178,21.70046216,10.42028157,45.19168264,3.517420564e-32,26,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,difg_glass_2019,3,2378,18.99863462,10.02439496,36.00697289,1.542862326e-35,26,18,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,gbm_columbia_2019,42,2339,19.69474318,10.17461737,38.12260399,4.369782239e-35,26,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,gbm_cptac_2021,99,2282,19.38701817,9.923074962,37.87701645,1.734551575e-33,26,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,gbm_tcga_gdc,15,2366,18.66654302,9.821689574,35.47656701,2.005265915e-34,26,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,gbm_tcga_pan_can_atlas_2018,572,1809,13.56510501,6.772055575,27.1722628,2.510895095e-20,26,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,gbm_tcga_pub2013,1,2380,18.99863462,10.02439496,36.00697289,1.542862326e-35,27,18,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,glioma_msk_2018,23,2358,18.35170293,9.692100078,34.7484031,7.446147898e-35,26,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,glioma_mskcc_2019,226,2155,20.7847734,10.25735379,42.11678901,1.317905698e-31,22,14,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,metastatic_solid_tumors_mich_2017,5,2376,18.99863462,10.02439496,36.00697289,1.542862326e-35,26,18,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,msk_impact_2017,220,2161,22.00646897,10.86955106,44.55424826,9.735384783e-34,23,16,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,msk_impact_50k_2026,862,1519,18.48479661,9.748325943,35.05091108,1.991132702e-34,22,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,pancan_pcawg_2020,39,2342,17.94032072,9.421867248,34.16043755,5.251369608e-33,26,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,pog570_bcgsc_2020,2,2379,18.82072841,9.915773089,35.72286444,2.210501688e-35,26,17,True,True,detailed histology + study + exact assay/panel; no burden
GBM,IDH1-TP53,Figure 8 displayed context,tmb_mskcc_2018,69,2312,20.20628303,10.34770992,39.45741397,5.374864017e-35,24,15,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,hcc_clca_2024,494,2491,0.4517520674,0.3687857583,0.5533834369,8.157586157e-15,16,13,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,hcc_inserm_fr_2015,243,2742,0.4764576902,0.3936852204,0.5766331038,1.474640987e-14,16,13,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,hcc_jcopo_msk_2023,1,2984,0.4724765837,0.3930114219,0.5680092479,7.635602644e-16,17,14,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,hcc_meric_2021,114,2871,0.4784817737,0.3963008319,0.5777045852,9.73406921e-15,16,13,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,hcc_msk_2024,33,2952,0.47286626,0.3928272385,0.5692133281,1.258924074e-15,15,12,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,hcc_mskimpact_2018,51,2934,0.4778229777,0.3969328985,0.5751974677,3.277018438e-15,15,12,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,hcc_tcga_gdc,5,2980,0.4724765837,0.3930114219,0.5680092479,7.635602644e-16,16,14,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,lihc_tcga_pan_can_atlas_2018,369,2616,0.4637329093,0.3815433723,0.5636271699,6.586762242e-15,16,13,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,metastatic_solid_tumors_mich_2017,2,2983,0.4724765837,0.3930114219,0.5680092479,7.635602644e-16,16,14,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,msk_access_2021,1,2984,0.4724765837,0.3930114219,0.5680092479,7.635602644e-16,17,14,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,msk_impact_2017,79,2906,0.4764217921,0.3953547005,0.5741116108,3.480614792e-15,15,12,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,msk_impact_50k_2026,145,2840,0.4781520161,0.3955138459,0.5780565028,1.370417106e-14,15,12,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,pan_origimed_2020,1133,1852,0.4783723655,0.3775078964,0.6061863135,7.591629341e-10,16,13,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,pancan_pcawg_2020,313,2672,0.4698570576,0.3872209331,0.570128409,1.094999248e-14,16,13,True,True,detailed histology + study + exact assay/panel; no burden
HCC,CTNNB1-TP53,Figure 8 displayed context,pog570_bcgsc_2020,2,2983,0.4724765837,0.3930114219,0.5680092479,7.635602644e-16,16,14,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,hnc_mskcc_2016,64,1640,7.546421552,4.826071717,11.80017239,1.773301025e-24,63,34,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,hnsc_broad,74,1630,7.544776851,4.815526466,11.82085866,2.601773059e-24,71,35,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,hnsc_jhu,32,1672,7.397823515,4.768147536,11.4777893,9.477818238e-25,71,35,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,hnsc_mdanderson_2013,40,1664,7.455938123,4.805317147,11.56864606,5.900845926e-25,71,36,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,hnsc_tcga_gdc,5,1699,7.437341448,4.793370505,11.53969796,6.650942775e-25,71,35,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,hnsc_tcga_pan_can_atlas_2018,523,1181,6.4015931,3.836098299,10.68283214,5.867334682e-16,71,35,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,metastatic_solid_tumors_mich_2017,15,1689,7.402804767,4.770151202,11.48842376,9.54301387e-25,69,35,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,mixed_allen_2018,12,1692,7.455938123,4.805317147,11.56864606,5.900845926e-25,71,36,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,msk_impact_2017,68,1636,7.138244932,4.590298422,11.10048542,1.855755036e-23,63,32,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,msk_impact_50k_2026,363,1341,7.807876119,4.514062394,13.5051145,1.397719109e-17,49,23,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,msk_met_2021,4,1700,7.409446437,4.772291721,11.50388528,9.507383777e-25,71,35,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,npc_nusingapore,56,1648,7.455938123,4.805317147,11.56864606,5.900845926e-25,71,36,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,ohnca_cptac_gdc,108,1596,8.824040874,5.505299125,14.14340903,7.45242667e-26,71,35,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,pan_origimed_2020,175,1529,7.538457335,4.782152376,11.88342289,7.500593378e-24,69,34,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,pancan_pcawg_2020,56,1648,6.872754392,4.408888414,10.71352879,4.731299161e-22,70,34,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,pog570_bcgsc_2020,5,1699,7.455938123,4.805317147,11.56864606,5.900845926e-25,71,36,True,True,detailed histology + study + exact assay/panel; no burden
HNSC,CDKN2A-TP53,Figure 8 displayed context,tmb_mskcc_2018,104,1600,7.710756374,4.89586208,12.14408472,1.789361842e-24,59,30,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,alk_msk_2026,9,10280,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,bm_nsclc_mskcc_2023,121,10168,0.5814130731,0.4935365373,0.6849364454,4.698078106e-11,53,34,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,braf_msk_impact_2024,1,10288,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,56,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_broad,183,10106,0.5882907012,0.4991451239,0.6933573674,1.424761146e-10,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_cas_2020,103,10186,0.5863882978,0.498466178,0.6898185894,6.709096907e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_cptac_2020,110,10179,0.5831244302,0.4953384581,0.6864682027,5.066969145e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_cptac_gdc,230,10059,0.58574459,0.4970912846,0.6902086908,9.441604448e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_msk_npjpo_2021,38,10251,0.5810984389,0.4940222084,0.6835227039,3.142117628e-11,54,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_mskcc_2015,35,10254,0.5869171894,0.4990654571,0.6902336802,6.651058094e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_mskcc_2020,453,9836,0.5852108507,0.4960842358,0.6903499749,1.163248597e-10,53,34,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_mskcc_2023_met_organotropism,320,9969,0.6117130364,0.5174937335,0.7230867056,5.607365275e-09,53,34,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_mskimpact_2021,46,10243,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,55,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_oncosg_2020,305,9984,0.5852071563,0.4972524999,0.6887193445,6.305293992e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_tcga,15,10274,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,55,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_tcga_gdc,5,10284,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,55,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_tcga_pan_can_atlas_2018,566,9723,0.5959268755,0.503905511,0.704752842,8.973996134e-10,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,luad_tsp,163,10126,0.5954531553,0.5059260799,0.7008226582,2.592436479e-10,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,lung_msk_2017,4,10285,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,lung_msk_mind_2020,81,10208,0.5796028734,0.4922740199,0.6824237666,3.173198362e-11,54,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,lung_nci_2022,232,10057,0.5775645152,0.4908383505,0.6796143147,2.180096264e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,metastatic_solid_tumors_mich_2017,13,10276,0.5860290802,0.4983272456,0.6891657757,5.865561466e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,mixed_allen_2018,24,10265,0.5835788336,0.4961645497,0.6863937683,4.2594198e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,mixed_impact_subset_2022,1,10288,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,56,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,msk_access_2021,196,10093,0.5913796971,0.5024151132,0.6960975834,1.574934453e-10,53,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,msk_chord_2024,1083,9206,0.567918141,0.4793248457,0.6728860767,3.56958948e-11,53,34,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,msk_impact_2017,837,9452,0.5878230328,0.4960248451,0.6966101019,5.015741788e-10,54,34,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,msk_impact_50k_2026,2890,7399,0.5490608155,0.4518401061,0.6672001334,8.431280641e-10,53,33,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,msk_met_2021,94,10195,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,53,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,nsclc_ctdx_msk_2022,5,10284,0.5842090569,0.4968320742,0.6869528757,4.35708905e-11,55,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,nsclc_mskcc_2018,75,10214,0.5810005427,0.4937454619,0.6836754091,3.307657794e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,nsclc_tcga_broad_2016,159,10130,0.58263652,0.4943852119,0.68664132,6.297251202e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,pan_origimed_2020,1572,8717,0.5608458149,0.4720781022,0.6663050599,2.357601591e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,pancan_pcawg_2020,34,10255,0.5868221808,0.4989877878,0.6901176346,6.541692963e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,pog570_bcgsc_2020,46,10243,0.5852363742,0.4976820542,0.6881936183,5.087961541e-11,55,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,summit_2018,25,10264,0.5835665369,0.4961273169,0.686416352,4.295939018e-11,54,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,ATM-TP53,Figure 8 displayed context,tmb_mskcc_2018,215,10074,0.5951906641,0.5051390698,0.7012958369,3.543497021e-10,53,33,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,alk_msk_2026,9,10117,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,53,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,bm_nsclc_mskcc_2023,121,10005,0.09971571371,0.07475354233,0.1330134098,1.051696193e-82,52,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,braf_msk_impact_2024,1,10125,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,55,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_broad,183,9943,0.09640860294,0.07207782283,0.1289525454,2.317137638e-84,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_cas_2020,103,10023,0.09797620156,0.07346444059,0.1306664285,1.727374452e-84,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_cptac_2020,110,10016,0.09489213818,0.07076036666,0.1272536918,1.235903736e-84,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_cptac_gdc,230,9896,0.09324755738,0.06930542388,0.1254606995,2.110315069e-84,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_msk_npjpo_2021,38,10088,0.09452914035,0.07051885079,0.1267144639,2.990117967e-85,53,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_mskcc_2015,35,10091,0.0977429804,0.07329494946,0.130345819,8.202865251e-85,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_mskcc_2020,453,9673,0.1030290445,0.07721918892,0.1374656244,1.921675457e-79,52,34,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_mskcc_2023_met_organotropism,320,9806,0.09419198421,0.06999487612,0.1267539909,3.512182571e-83,52,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_mskimpact_2021,46,10080,0.09757371806,0.07315611427,0.1301412815,6.582235566e-85,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_oncosg_2020,305,9821,0.09969975984,0.0747342218,0.1330052267,1.763236652e-82,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_tcga,15,10111,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,54,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_tcga_gdc,5,10121,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,54,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,luad_tcga_pan_can_atlas_2018,566,9560,0.09169180295,0.06789743899,0.1238247989,1.410541534e-83,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,lung_msk_2017,4,10122,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,53,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,lung_msk_mind_2020,81,10045,0.09820698532,0.07364313981,0.1309641603,2.258620586e-84,53,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,lung_nci_2022,232,9894,0.09774257373,0.07329398904,0.1303464424,8.478401679e-85,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,metastatic_solid_tumors_mich_2017,13,10113,0.09780107572,0.073336979,0.1304260217,9.644683498e-85,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,mixed_allen_2018,24,10102,0.09657712367,0.07224523601,0.1291038874,1.001210373e-84,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,mixed_impact_subset_2022,1,10125,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,55,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,msk_access_2021,196,9930,0.09642392728,0.07173474954,0.1296104581,5.899732938e-82,52,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,msk_chord_2024,1083,9043,0.09898964345,0.07330121901,0.1336805805,6.348577174e-77,52,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,msk_impact_2017,837,9289,0.1018535722,0.07542152479,0.1375489319,1.267885808e-74,53,35,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,msk_impact_50k_2026,2890,7236,0.1059485822,0.07506067189,0.1495470502,3.316260111e-55,52,34,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,msk_met_2021,94,10032,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,52,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,nsclc_ctdx_msk_2022,5,10121,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,54,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,nsclc_mskcc_2018,75,10051,0.09556061753,0.0714397502,0.1278256376,4.401234338e-85,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,nsclc_tcga_broad_2016,159,9967,0.09633460095,0.07202248599,0.1288535825,1.945382569e-84,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,pan_origimed_2020,1572,8554,0.1058078287,0.07833634754,0.1429131809,5.028006232e-70,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,pancan_pcawg_2020,34,10092,0.09543675967,0.07135158861,0.1276520295,2.937053973e-85,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,pog570_bcgsc_2020,46,10080,0.09803716491,0.0735150803,0.1307389676,1.58167878e-84,54,36,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,summit_2018,25,10101,0.09764872257,0.07322319337,0.1302220319,6.946851222e-85,53,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KEAP1,Figure 8 displayed context,tmb_mskcc_2018,215,9911,0.09786979641,0.07319623444,0.1308605166,2.504660399e-83,52,34,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,alk_msk_2026,9,10280,0.02773275699,0.02105752066,0.03652404397,0,54,40,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,bm_nsclc_mskcc_2023,121,10168,0.02745763531,0.02079238889,0.03625950539,0,53,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,braf_msk_impact_2024,1,10288,0.02773275699,0.02105752066,0.03652404397,0,56,40,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_broad,183,10106,0.02728715985,0.02066473301,0.03603187577,0,55,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_cas_2020,103,10186,0.02784085023,0.0211398207,0.03666601303,0,55,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_cptac_2020,110,10179,0.02815217652,0.02137211519,0.03708313547,0,55,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_cptac_gdc,230,10059,0.02792145834,0.02114490843,0.03686976648,0,55,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_msk_npjpo_2021,38,10251,0.02784191414,0.02114023274,0.03666810069,0,54,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_mskcc_2015,35,10254,0.02774933515,0.02107068164,0.03654488328,0,55,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_mskcc_2020,453,9836,0.02845345915,0.02143162204,0.03777592456,8.652233172e-297,53,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_mskcc_2023_met_organotropism,320,9969,0.0275431526,0.02080291787,0.03646725232,1.980364461e-311,53,37,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_mskimpact_2021,46,10243,0.02773275699,0.02105752066,0.03652404397,0,55,40,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_oncosg_2020,305,9984,0.02830508692,0.02149162404,0.03727861346,0,55,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_tcga,15,10274,0.02773275699,0.02105752066,0.03652404397,0,55,40,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_tcga_gdc,5,10284,0.02773275699,0.02105752066,0.03652404397,0,55,40,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_tcga_pan_can_atlas_2018,566,9723,0.0277103755,0.02099394225,0.03657554648,0,55,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,luad_tsp,163,10126,0.02813884768,0.02136678088,0.03705727845,0,55,39,True,True,detailed histology + study + exact assay/panel; no burden
LUAD,EGFR-KRAS,Figure 8 displayed context; prespecified reference context; prespecified principal context,lung_msk_2017,4,10285,0.02773275699,0.02105752066,0.03652404397,0,54,40,True,True,detailed histology + study + exact assay/panel; no burden
