datasetId,context,scope,cancer,geneA,geneB,excludedStudyId,nPatientsExcludedStudy,nEventsExcludedStudy,nStudiesRetained,coefficient,standardError,hazardRatio,ciLow,ciHigh,p,tauSquared,iSquaredPercent,contrast,leaveOneOutMethod,fitStatus
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,brca_metabric,1295,719,43,0.3201837248,0.07907708791,1.3773808,1.17962369,1.60829075,5.143528886e-05,0.05450168114,31.62825834,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,brca_tcga_pan_can_atlas_2018,705,96,43,0.2860949706,0.08214117591,1.331218876,1.133263161,1.563753025,0.0004958902634,0.06991151752,37.87559528,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,cesc_tcga_pan_can_atlas_2018,251,56,43,0.2869867968,0.08131873599,1.332406621,1.136104156,1.56262733,0.0004168816529,0.06923802513,37.87782605,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,chol_icgc_2017,178,106,43,0.2822825357,0.08273350612,1.326153353,1.127641004,1.559612243,0.0006450008737,0.07045483239,37.83922544,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,coad_silu_2022,217,99,43,0.2860537344,0.08214644797,1.331163983,1.133204721,1.5637047,0.0004972358486,0.06991720951,37.87590664,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,coadread_tcga_pan_can_atlas_2018,256,48,43,0.2876911118,0.08209345168,1.333345386,1.13517963,1.566104491,0.0004575783765,0.06977702392,37.83613057,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,crc_orion_2024,26,8,43,0.2784588649,0.08069327762,1.321092261,1.127838475,1.547459854,0.0005588633756,0.06536235535,36.41795951,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,difg_glass,171,128,43,0.2808126756,0.0842054903,1.324205525,1.122740922,1.561820931,0.0008534543629,0.07272597565,37.8640368,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,egc_mskcc_2020,99,54,43,0.3005264776,0.08101583526,1.350569665,1.152275126,1.582988628,0.0002076868094,0.06496447025,36.10565137,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,esca_tcga_pan_can_atlas_2018,26,9,43,0.2869867832,0.08131874415,1.332406603,1.136104123,1.562627334,0.0004168824724,0.06923805821,37.8778373,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,gbm_tcga_pan_can_atlas_2018,415,354,43,0.3298574823,0.078372923,1.390769905,1.192735461,1.621684767,2.567084122e-05,0.04821096793,27.77444559,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,glioma_mskcc_2019,215,65,43,0.2770014139,0.08330171734,1.319168236,1.120452978,1.553126164,0.0008833023839,0.07077051951,37.62273388,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,heme_msk_impact_2022,1234,295,43,0.2787136435,0.0816914619,1.32142889,1.125920947,1.550885358,0.0006453917176,0.06818986962,37.29742694,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,hnsc_tcga_pan_can_atlas_2018,167,53,43,0.2946696364,0.08065687906,1.342682712,1.14635238,1.572637607,0.0002588181777,0.06563817949,36.55296511,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,ihch_smmu_2014,64,39,43,0.2914584786,0.08187197896,1.338378061,1.139959059,1.571333479,0.0003709542731,0.06892989086,37.55286164,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,lgg_tcga_pan_can_atlas_2018,241,52,43,0.2869867945,0.08131873719,1.332406618,1.136104151,1.56262733,0.0004168817789,0.06923802999,37.8778277,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,luad_cas_2020,53,12,43,0.2810046713,0.08146607144,1.324459791,1.129002055,1.553756018,0.0005619460651,0.06821976168,37.39805433,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,luad_mskcc_2020,290,19,43,0.2869867868,0.08131874209,1.332406608,1.136104131,1.562627333,0.0004168822627,0.06923804987,37.87783446,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,luad_oncosg_2020,197,62,43,0.2662668682,0.07933209318,1.305083297,1.117147792,1.524634812,0.0007897639998,0.05813495092,33.51512457,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,luad_tcga_pan_can_atlas_2018,244,84,43,0.2740423278,0.08075076341,1.315270474,1.122741812,1.540814104,0.0006895998193,0.06449096639,35.99834999,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,lusc_tcga_pan_can_atlas_2018,121,55,43,0.3367723846,0.07495826209,1.40042027,1.209076555,1.622045292,7.029321362e-06,0.04093879544,25.7212172,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,mbn_msk_2024,114,36,43,0.2869946909,0.08161613838,1.33241714,1.13545108,1.563550791,0.0004374474262,0.06944749045,37.8716,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,mbn_sfu_2023,137,46,43,0.2901800611,0.08140607633,1.336668148,1.139542748,1.567893563,0.0003644121591,0.06859722587,37.58150777,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,mel_mskimpact_2020,289,58,43,0.2830152117,0.0817744143,1.32712535,1.130590774,1.557824223,0.0005383203946,0.06926506514,37.73785332,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,mixed_allen_2018,146,81,43,0.3007719829,0.08004340777,1.350901278,1.154756832,1.580362387,0.000171543336,0.06251930047,35.36097127,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,msk_access_2021,187,78,43,0.2785546625,0.08155298042,1.321218824,1.12604755,1.550218001,0.0006363505958,0.0678357496,37.19557638,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,msk_chord_2024,2386,460,43,0.2662383517,0.08376594955,1.305046082,1.107450036,1.537898072,0.001481106757,0.06954189176,36.35547007,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,msk_impact_2017,3141,817,43,0.253237714,0.08196084847,1.288189461,1.097019989,1.512672608,0.002003317629,0.05912440142,30.60021219,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,msk_impact_50k_2026,14879,3810,43,0.2701578885,0.09235325771,1.310171295,1.093243351,1.570143392,0.003441613784,0.1034761982,36.87617869,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,ov_tcga_pan_can_atlas_2018,206,134,43,0.2870242635,0.08232488644,1.332456543,1.133908428,1.565770564,0.0004894176789,0.07003954964,37.85263221,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,pog570_bcgsc_2020,220,160,43,0.2657507928,0.08091205955,1.30440995,1.113119095,1.528574368,0.001021853073,0.06263760144,35.00209428,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,sarc_tcga_pan_can_atlas_2018,164,65,43,0.2879860957,0.08185698956,1.333738759,1.136040924,1.565840667,0.000434548085,0.06954400187,37.82754422,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,sarcoma_mskcc_2022,994,277,43,0.2875985224,0.08209936982,1.333221938,1.135061364,1.565977658,0.0004599562794,0.06979067794,37.83969895,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,sclc_ucologne_2015,24,16,43,0.2964612238,0.08136508817,1.345090401,1.146815053,1.577646006,0.0002688589834,0.06682984899,36.81915336,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,skcm_tcga_pan_can_atlas_2018,328,167,43,0.3085427344,0.07890530908,1.361439689,1.166363945,1.58914208,9.218492459e-05,0.05757603548,33.42279622,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,stad_tcga_pan_can_atlas_2018,197,83,43,0.2914226991,0.08190658168,1.338330175,1.139840966,1.571383827,0.000373705264,0.06897855235,37.56015968,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,tmb_mskcc_2018,660,334,43,0.2873623337,0.08404694223,1.332907083,1.130469863,1.57159545,0.0006283568315,0.07224346286,37.75302571,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_PTEN_TP53_positive,PTEN–TP53 (pan-cancer),pan-cancer,PAN-CANCER,PTEN,TP53,ucec_tcga_pan_can_atlas_2018,126,20,43,0.2974267187,0.08184338846,1.346389707,1.146847215,1.580651039,0.0002789571467,0.06733352453,36.8320201,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,acc_tcga_pan_can_atlas_2018,66,21,34,0.2354436378,0.08662159813,1.265470055,1.067872579,1.499630659,0.00656637828,0.01381756352,5.772920882,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ampca_bcm_2016,71,31,34,0.2536333361,0.1018043075,1.288699198,1.055590747,1.573285507,0.01272475192,0.0429249069,15.68487321,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,blca_iatlas_imvigor210_2017,225,154,34,0.3198368791,0.09898088557,1.376903144,1.134098325,1.671691269,0.001232287743,0.03816458728,14.47361563,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,blca_tcga_pan_can_atlas_2018,203,88,34,0.3067152993,0.1028223999,1.358954018,1.110918442,1.662368678,0.002854735482,0.05144567571,18.81802469,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,bm_nsclc_mskcc_2023,49,23,34,0.2982712873,0.1069773021,1.347527305,1.092643105,1.661869123,0.005300613452,0.0653565042,22.75672122,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,coad_silu_2022,226,105,34,0.3055359064,0.1091614225,1.357352222,1.095908226,1.681167282,0.005127119513,0.06697320399,22.63532983,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,coadread_cass_2020,55,9,34,0.2936746117,0.1072378261,1.341347374,1.087076883,1.655092484,0.006171346572,0.06643086849,23.05542528,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,coadread_tcga_pan_can_atlas_2018,268,50,34,0.2902551012,0.1088447744,1.336768456,1.079959201,1.654645752,0.007660264955,0.06736719443,22.89563219,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,crc_apc_impact_2020,25,14,34,0.2935690179,0.1077238302,1.341205743,1.085927207,1.656494869,0.006426248209,0.06679823222,23.04843945,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,egc_mskcc_2020,100,55,34,0.3194544052,0.1057386399,1.376376616,1.118748309,1.693332247,0.002517999567,0.05589641503,19.66726112,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,esca_tcga_pan_can_atlas_2018,29,12,34,0.2870795844,0.1075057574,1.332530258,1.079364208,1.64507668,0.007576889058,0.06523546973,22.56674932,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,gbc_mskcc_2022,41,28,34,0.3028878299,0.1056837836,1.353762604,1.100485472,1.665331561,0.004157177761,0.06081870148,21.51381228,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,hcc_meric_2021,47,35,34,0.2930862985,0.1092071198,1.340558474,1.08225224,1.660515872,0.007279815135,0.06805932829,23.01661676,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,hcc_msk_2024,71,27,34,0.3001436324,0.1062651842,1.350052705,1.096219781,1.662661391,0.004735775834,0.06317721553,22.19015867,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,hccihch_pku_2019,50,39,34,0.2814523375,0.1070708321,1.325052839,1.074222735,1.634451562,0.008572313964,0.06273086533,21.80357364,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lihc_amc_prv,124,26,34,0.2962915429,0.1078854663,1.344862185,1.088542793,1.661537156,0.006026193767,0.0668963412,23.03581476,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lihc_tcga_pan_can_atlas_2018,198,78,34,0.271107962,0.1079418361,1.311416646,1.061354424,1.620395205,0.01201812971,0.06017530315,20.51128468,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_cas_2020,50,12,34,0.2812884743,0.106007267,1.32483573,1.076287962,1.63078077,0.007966579816,0.06068847826,21.3795703,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_mskcc_2020,283,18,34,0.293506175,0.1066168765,1.341121461,1.088217392,1.652800981,0.00590689621,0.06597869301,23.05857137,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_oncosg_2020,189,58,34,0.2948543968,0.1073214498,1.342930809,1.08818179,1.657317901,0.006007077019,0.06648400244,23.05138176,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,luad_tcga_pan_can_atlas_2018,235,81,34,0.2958192648,0.1079534801,1.344227186,1.08788379,1.660974034,0.006139291546,0.06699140904,23.04886961,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lung_nci_2022,177,41,34,0.2207319626,0.07817458291,1.246989146,1.069843735,1.453466408,0.004749100098,0.004322445421,1.884460879,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,lusc_tcga_pan_can_atlas_2018,86,39,34,0.2935061738,0.1066168662,1.341121459,1.088217412,1.652800946,0.005906891628,0.0659786559,23.05856139,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,mel_mskimpact_2020,288,64,34,0.293506176,0.1066168301,1.341121462,1.088217492,1.652800832,0.005906874404,0.06597852498,23.05852617,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_access_2021,187,77,34,0.3026885794,0.1087182564,1.353492893,1.093741856,1.674931797,0.005366722519,0.06692781703,22.78109261,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_chord_2024,2379,449,34,0.3067422286,0.1122372497,1.358990614,1.090636272,1.693374351,0.006276402473,0.07140013525,22.82823936,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_impact_2017,3187,805,34,0.2819381197,0.1138085646,1.325696683,1.060645232,1.656983544,0.01323800483,0.07219656991,21.86408746,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,msk_impact_50k_2026,15202,3782,34,0.3228173526,0.1177203844,1.381013089,1.096463104,1.739408419,0.006102204415,0.0765139002,18.58524464,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,pancan_pcawg_2020,130,31,34,0.3013800591,0.1058715019,1.351722979,1.098423235,1.663434415,0.004418066595,0.06175533145,21.7953905,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,pog570_bcgsc_2020,221,156,34,0.2686230281,0.1034062898,1.308161908,1.06817376,1.60206854,0.009383853213,0.05083917627,18.42660176,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,prad_tcga_pan_can_atlas_2018,434,8,34,0.2935061748,0.1066168812,1.34112146,1.088217381,1.652800996,0.005906898458,0.06597871021,23.058576,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,skcm_tcga_pan_can_atlas_2018,333,166,34,0.2974954431,0.1079210807,1.34648224,1.089778006,1.663654809,0.005840543289,0.06680622281,22.99401102,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,stad_tcga_pan_can_atlas_2018,198,86,34,0.3069587299,0.10236182,1.359284869,1.112192452,1.661273057,0.002710790248,0.05002906834,18.3952536,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,tmb_mskcc_2018,657,330,34,0.3001115542,0.1117273752,1.350009398,1.08451179,1.680503054,0.0072290187,0.07115800163,23.0438674,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
pan-cancer_PAN-CANCER_CTNNB1_TP53_positive,CTNNB1–TP53 (pan-cancer),pan-cancer,PAN-CANCER,CTNNB1,TP53,ucec_tcga_pan_can_atlas_2018,234,27,34,0.3048009496,0.1046144875,1.356354993,1.104906065,1.665027396,0.003573291849,0.05722067799,20.50096358,A+B versus A−/B−,leave-one-study-out random-effects meta-analysis,estimated
